palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
xis,['xis'],xis,nome masculino,['ʃˈiʃ'],ʃˈiʃ,1,ultima,,,ʃˈiʃ
xistarca,"['xis', 'tar', 'ca']",xis·tar·ca,nome masculino,"['ʃiʃ', 'tˈah', 'kɐ']",ʃiʃ.tˈah.kɐ,2,penultima,ʃiʃ,tˈah,kɐ
xisto,"['xis', 'to']",xis·to,nome masculino,"['ʃˈiʃ', 'tʊ']",ʃˈiʃ.tʊ,2,penultima,,ʃˈiʃ,tʊ
xistoso,"['xis', 'to', 'so']",xis·to·so,adjetivo,"['ʃiʃ', 'tˈo', 'zʊ']",ʃiʃ.tˈo.zʊ,2,penultima,ʃiʃ,tˈo,zʊ
xiu,['xiu'],xiu,interjeição,"['ʃˈi', 'ʊ']",ʃˈi.ʊ,1,ultima,,ʃˈi,ʊ
xixi,"['xi', 'xi']",xi·xi,nome masculino,"['ʃi', 'ʃˈi']",ʃi.ʃˈi,1,ultima,,ʃi,ʃˈi
xô,['xô'],xô,interjeição,['ʃˈo'],ʃˈo,1,ultima,,,ʃˈo
xogum,"['xo', 'gum']",xo·gum,nome masculino,"['ʃɔ', 'gˈũ']",ʃɔ.gˈũ,1,ultima,,ʃɔ,gˈũ
xonar,"['xo', 'nar']",xo·nar,verbo,"['ʃɔ̃', 'nˈa']",ʃɔ̃.nˈa,1,ultima,,ʃɔ̃,nˈa
xotar,"['xo', 'tar']",xo·tar,verbo,"['ʃo', 'tˈa']",ʃo.tˈa,1,ultima,,ʃo,tˈa
xote,"['xo', 'te']",xo·te,nome masculino,"['ʃˈɔ', 'tʃɪ']",ʃˈɔ.tʃɪ,2,penultima,,ʃˈɔ,tʃɪ
xote,"['xo', 'te']",xo·te,interjeição,"['ʃˈɔ', 'tʃɪ']",ʃˈɔ.tʃɪ,2,penultima,,ʃˈɔ,tʃɪ
