palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
nadadora,"['na', 'da', 'do', 'ra']",na·da·do·ra,nome feminino,"['na', 'da', 'dˈo', 'ɾɐ']",na.da.dˈo.ɾɐ,2,penultima,da,dˈo,ɾɐ
nadar,"['na', 'dar']",na·dar,verbo,"['na', 'dˈa']",na.dˈa,1,ultima,,na,dˈa
nádega,"['ná', 'de', 'ga']",ná·de·ga,nome feminino,"['nˈa', 'de', 'gɐ']",nˈa.de.gɐ,3,antepenultima,nˈa,de,gɐ
nadinha,"['na', 'di', 'nha']",na·di·nha,nome masculino,"['na', 'dʒˈĩ', 'ɲɐ']",na.dʒˈĩ.ɲɐ,2,penultima,na,dʒˈĩ,ɲɐ
nadir,"['na', 'dir']",na·dir,nome masculino,"['na', 'dʒˈi']",na.dʒˈi,1,ultima,,na,dʒˈi
nado,"['na', 'do']",na·do,nome masculino,"['nˈa', 'dʊ']",nˈa.dʊ,2,penultima,,nˈa,dʊ
nado,"['na', 'do']",na·do,adjetivo,"['nˈa', 'dʊ']",nˈa.dʊ,2,penultima,,nˈa,dʊ
nado-morto,"['na', 'do', 'mor', 'to']",na·do-mor·to,nome masculino,"['nˌa', 'dʊ', 'mˈoh', 'tʊ']",nˌa.dʊ.mˈoh.tʊ,2,penultima,dʊ,mˈoh,tʊ
nado-morto,"['na', 'do', 'mor', 'to']",na·do-mor·to,adjetivo,"['nˌa', 'dʊ', 'mˈoh', 'tʊ']",nˌa.dʊ.mˈoh.tʊ,2,penultima,dʊ,mˈoh,tʊ
nado-vivo,"['na', 'do', 'vi', 'vo']",na·do-vi·vo,nome masculino,"['nˌa', 'dʊ', 'vˈi', 'vʊ']",nˌa.dʊ.vˈi.vʊ,2,penultima,dʊ,vˈi,vʊ
nafta,"['naf', 'ta']",naf·ta,nome feminino,"['nˈa', 'fə', 'tɐ']",nˈa.fə.tɐ,2,penultima,nˈa,fə,tɐ
naftaleno,"['naf', 'ta', 'le', 'no']",naf·ta·le·no,nome masculino,"['na', 'fə', 'ta', 'lˈẽ', 'nʊ']",na.fə.ta.lˈẽ.nʊ,2,penultima,ta,lˈẽ,nʊ
