palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
espectrometria,"['es', 'pec', 'tro', 'me', 'tri', 'a']",es·pec·tro·me·tri·a,nome feminino,"['iʃ', 'pɛk', 'tɾõ', 'me', 'tɾˈi', 'ɐ']",iʃ.pɛk.tɾõ.me.tɾˈi.ɐ,2,penultima,me,tɾˈi,ɐ
espectrómetro,"['es', 'pec', 'tró', 'me', 'tro']",es·pec·tró·me·tro,nome masculino,"['iʃ', 'pek', 'tɾˈɔ̃', 'me', 'tɾʊ']",iʃ.pek.tɾˈɔ̃.me.tɾʊ,3,antepenultima,tɾˈɔ̃,me,tɾʊ
espectroscopia,"['es', 'pec', 'tros', 'co', 'pi', 'a']",es·pec·tros·co·pi·a,nome feminino,"['iʃ', 'pɛk', 'tɾoʃ', 'ko', 'pˈi', 'ɐ']",iʃ.pɛk.tɾoʃ.ko.pˈi.ɐ,2,penultima,ko,pˈi,ɐ
espectroscópio,"['es', 'pec', 'tros', 'có', 'pi', 'o']",es·pec·tros·có·pi·o,nome masculino,"['iʃ', 'pek', 'tɾoʃ', 'kˈɔ', 'pjʊ']",iʃ.pek.tɾoʃ.kˈɔ.pjʊ,3,antepenultima,tɾoʃ,kˈɔ,pjʊ
especulação,"['es', 'pe', 'cu', 'la', 'ção']",es·pe·cu·la·ção,nome feminino,"['iʃ', 'pe', 'ku', 'la', 'sˈɐ̃w']",iʃ.pe.ku.la.sˈɐ̃w,1,ultima,ku,la,sˈɐ̃w
especulador,"['es', 'pe', 'cu', 'la', 'dor']",es·pe·cu·la·dor,adjetivo,"['iʃ', 'pe', 'ku', 'la', 'dˈo']",iʃ.pe.ku.la.dˈo,1,ultima,ku,la,dˈo
especulador,"['es', 'pe', 'cu', 'la', 'dor']",es·pe·cu·la·dor,nome masculino,"['iʃ', 'pe', 'ku', 'la', 'dˈo']",iʃ.pe.ku.la.dˈo,1,ultima,ku,la,dˈo
especuladora,"['es', 'pe', 'cu', 'la', 'do', 'ra']",es·pe·cu·la·do·ra,nome feminino,"['iʃ', 'pe', 'ku', 'la', 'dˈo', 'ɾɐ']",iʃ.pe.ku.la.dˈo.ɾɐ,2,penultima,la,dˈo,ɾɐ
especular,"['es', 'pe', 'cu', 'lar']",es·pe·cu·lar,verbo,"['iʃ', 'pe', 'ku', 'lˈa']",iʃ.pe.ku.lˈa,1,ultima,pe,ku,lˈa
especular,"['es', 'pe', 'cu', 'lar']",es·pe·cu·lar,adjetivo,"['iʃ', 'pe', 'ku', 'lˈa']",iʃ.pe.ku.lˈa,1,ultima,pe,ku,lˈa
especulativa,"['es', 'pe', 'cu', 'la', 'ti', 'va']",es·pe·cu·la·ti·va,nome feminino,"['iʃ', 'pe', 'ku', 'la', 'tʃˈi', 'vɐ']",iʃ.pe.ku.la.tʃˈi.vɐ,2,penultima,la,tʃˈi,vɐ
