palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
intolerante,"['in', 'to', 'le', 'ran', 'te']",in·to·le·ran·te,nome feminino,"['ĩ', 'to', 'le', 'ɾˈɐ̃', 'tʃɪ']",ĩ.to.le.ɾˈɐ̃.tʃɪ,2,penultima,le,ɾˈɐ̃,tʃɪ
intolerantemente,"['in', 'to', 'le', 'ran', 'te', 'men', 'te']",in·to·le·ran·te·men·te,advérbio,"['ĩ', 'to', 'le', 'ɾɐ̃', 'tẽ', 'mˈẽ', 'tʃɪ']",ĩ.to.le.ɾɐ̃.tẽ.mˈẽ.tʃɪ,2,penultima,tẽ,mˈẽ,tʃɪ
intolerável,"['in', 'to', 'le', 'rá', 'vel']",in·to·le·rá·vel,adjetivo,"['ĩ', 'to', 'le', 'ɾˈa', 'vew']",ĩ.to.le.ɾˈa.vew,2,penultima,le,ɾˈa,vew
intoleravelmente,"['in', 'to', 'le', 'ra', 'vel', 'men', 'te']",in·to·le·ra·vel·men·te,advérbio,"['ĩ', 'to', 'le', 'ɾa', 'vew', 'mˈẽ', 'tʃɪ']",ĩ.to.le.ɾa.vew.mˈẽ.tʃɪ,2,penultima,vew,mˈẽ,tʃɪ
intonar,"['in', 'to', 'nar']",in·to·nar,verbo,"['ĩ', 'tõ', 'nˈaɾ']",ĩ.tõ.nˈaɾ,1,ultima,ĩ,tõ,nˈaɾ
intorção,"['in', 'tor', 'ção']",in·tor·ção,nome feminino,"['ĩ', 'toh', 'sˈɐ̃w']",ĩ.toh.sˈɐ̃w,1,ultima,ĩ,toh,sˈɐ̃w
intoxicação,"['in', 'to', 'xi', 'ca', 'ção']",in·to·xi·ca·ção,nome feminino,"['ĩ', 'tok', 'si', 'ka', 'sˈɐ̃w']",ĩ.tok.si.ka.sˈɐ̃w,1,ultima,si,ka,sˈɐ̃w
intoxicado,"['in', 'to', 'xi', 'ca', 'do']",in·to·xi·ca·do,adjetivo,"['ĩ', 'tok', 'si', 'kˈa', 'dʊ']",ĩ.tok.si.kˈa.dʊ,2,penultima,si,kˈa,dʊ
intoxicar,"['in', 'to', 'xi', 'car']",in·to·xi·car,verbo,"['ĩ', 'tok', 'si', 'kˈa']",ĩ.tok.si.kˈa,1,ultima,tok,si,kˈa
intra-arterial,"['in', 'tra', 'ar', 'te', 'ri', 'al']",in·tra-ar·te·ri·al,adjetivo,"['ĩ', 'tɾa', 'ah', 'te', 'ɾi', 'ˈaw']",ĩ.tɾa.ah.te.ɾi.ˈaw,1,ultima,te,ɾi,ˈaw
intra-atómico,"['in', 'tra', 'a', 'tó', 'mi', 'co']",in·tra-a·tó·mi·co,adjetivo,"['ĩ', 'tɾa', 'a', 'tˈɔ̃', 'mi', 'kʊ']",ĩ.tɾa.a.tˈɔ̃.mi.kʊ,3,antepenultima,tˈɔ̃,mi,kʊ
intra-atômico,"['in', 'tra', 'a', 'tô', 'mi', 'co']",in·tra-a·tô·mi·co,adjetivo,"['ĩ', 'tɾa', 'a', 'tˈõ', 'mi', 'kʊ']",ĩ.tɾa.a.tˈõ.mi.kʊ,3,antepenultima,tˈõ,mi,kʊ
intra-auricular,"['in', 'tra', 'au', 'ri', 'cu', 'lar']",in·tra-au·ri·cu·lar,adjetivo,"['ĩ', 'tɾa', 'aw', 'ɾi', 'ku', 'lˈaɾ']",ĩ.tɾa.aw.ɾi.ku.lˈaɾ,1,ultima,ɾi,ku,lˈaɾ
intra-hepático,"['in', 'tra', 'he', 'pá', 'ti', 'co']",in·tra-he·pá·ti·co,adjetivo,"['ĩ', 'tɾa', 'e', 'pˈa', 'tʃi', 'kʊ']",ĩ.tɾa.e.pˈa.tʃi.kʊ,3,antepenultima,pˈa,tʃi,kʊ
intrabucal,"['in', 'tra', 'bu', 'cal']",in·tra·bu·cal,adjetivo,"['ĩ', 'tɾa', 'bu', 'kˈaw']",ĩ.tɾa.bu.kˈaw,1,ultima,tɾa,bu,kˈaw
intracardíaco,"['in', 'tra', 'car', 'dí', 'a', 'co']",in·tra·car·dí·a·co,adjetivo,"['ĩ', 'tɾa', 'kaɦ', 'dʒˈi', 'a', 'kʊ']",ĩ.tɾa.kaɦ.dʒˈi.a.kʊ,3,antepenultima,dʒˈi,a,kʊ
intracelular,"['in', 'tra', 'ce', 'lu', 'lar']",in·tra·ce·lu·lar,adjetivo,"['ĩ', 'tɾa', 'se', 'lu', 'lˈa']",ĩ.tɾa.se.lu.lˈa,1,ultima,se,lu,lˈa
intracerebral,"['in', 'tra', 'ce', 're', 'bral']",in·tra·ce·re·bral,adjetivo,"['ĩ', 'tɾa', 'se', 'ɾe', 'bɾˈaw']",ĩ.tɾa.se.ɾe.bɾˈaw,1,ultima,se,ɾe,bɾˈaw
intracomunitário,"['in', 'tra', 'co', 'mu', 'ni', 'tá', 'ri', 'o']",in·tra·co·mu·ni·tá·ri·o,adjetivo,"['ĩ', 'tɾa', 'kõ', 'mũ', 'ni', 'tˈa', 'ɾjʊ']",ĩ.tɾa.kõ.mũ.ni.tˈa.ɾjʊ,3,antepenultima,ni,tˈa,ɾjʊ
intracraniano,"['in', 'tra', 'cra', 'ni', 'a', 'no']",in·tra·cra·ni·a·no,adjetivo,"['ĩ', 'tɾa', 'kɾã', 'ni', 'ˈɐ̃', 'nʊ']",ĩ.tɾa.kɾã.ni.ˈɐ̃.nʊ,2,penultima,ni,ˈɐ̃,nʊ
intradérmico,"['in', 'tra', 'dér', 'mi', 'co']",in·tra·dér·mi·co,adjetivo,"['ĩ', 'tɾa', 'dˈɛɦ', 'mi', 'kʊ']",ĩ.tɾa.dˈɛɦ.mi.kʊ,3,antepenultima,dˈɛɦ,mi,kʊ
intradilatado,"['in', 'tra', 'di', 'la', 'ta', 'do']",in·tra·di·la·ta·do,adjetivo,"['ĩ', 'tɾa', 'dʒi', 'la', 'tˈa', 'dʊ']",ĩ.tɾa.dʒi.la.tˈa.dʊ,2,penultima,la,tˈa,dʊ
intradorso,"['in', 'tra', 'dor', 'so']",in·tra·dor·so,nome masculino,"['ĩ', 'tɾa', 'dˈoh', 'sʊ']",ĩ.tɾa.dˈoh.sʊ,2,penultima,tɾa,dˈoh,sʊ
intraduzibilidade,"['in', 'tra', 'du', 'zi', 'bi', 'li', 'da', 'de']",in·tra·du·zi·bi·li·da·de,nome feminino,"['ĩ', 'tɾa', 'du', 'zi', 'bi', 'li', 'dˈa', 'dʒɪ']",ĩ.tɾa.du.zi.bi.li.dˈa.dʒɪ,2,penultima,li,dˈa,dʒɪ
intraduzível,"['in', 'tra', 'du', 'zí', 'vel']",in·tra·du·zí·vel,adjetivo,"['ĩ', 'tɾa', 'du', 'zˈi', 'vew']",ĩ.tɾa.du.zˈi.vew,2,penultima,du,zˈi,vew
intraespecífico,"['in', 'tra', 'es', 'pe', 'cí', 'fi', 'co']",in·tra·es·pe·cí·fi·co,adjetivo,"['ĩ', 'tɾa', 'eʃ', 'pe', 'sˈi', 'fi', 'kʊ']",ĩ.tɾa.eʃ.pe.sˈi.fi.kʊ,3,antepenultima,sˈi,fi,kʊ
intrafólio,"['in', 'tra', 'fó', 'li', 'o']",in·tra·fó·li·o,adjetivo,"['ĩ', 'tɾa', 'fˈɔ', 'ljʊ']",ĩ.tɾa.fˈɔ.ljʊ,3,antepenultima,tɾa,fˈɔ,ljʊ
intragável,"['in', 'tra', 'gá', 'vel']",in·tra·gá·vel,adjetivo,"['ĩ', 'tɾa', 'gˈa', 'vew']",ĩ.tɾa.gˈa.vew,2,penultima,tɾa,gˈa,vew
intramarginal,"['in', 'tra', 'mar', 'gi', 'nal']",in·tra·mar·gi·nal,adjetivo,"['ĩ', 'tɾa', 'maɦ', 'ʒĩ', 'nˈaw']",ĩ.tɾa.maɦ.ʒĩ.nˈaw,1,ultima,maɦ,ʒĩ,nˈaw
intramedular,"['in', 'tra', 'me', 'du', 'lar']",in·tra·me·du·lar,adjetivo,"['ĩ', 'tɾa', 'me', 'du', 'lˈaɾ']",ĩ.tɾa.me.du.lˈaɾ,1,ultima,me,du,lˈaɾ
intramolecular,"['in', 'tra', 'mo', 'le', 'cu', 'lar']",in·tra·mo·le·cu·lar,adjetivo,"['ĩ', 'tɾa', 'mo', 'le', 'ku', 'lˈaɾ']",ĩ.tɾa.mo.le.ku.lˈaɾ,1,ultima,le,ku,lˈaɾ
intramuros,"['in', 'tra', 'mu', 'ros']",in·tra·mu·ros,advérbio,"['ĩ', 'tɾã', 'mˈu', 'ɾʊʃ']",ĩ.tɾã.mˈu.ɾʊʃ,2,penultima,tɾã,mˈu,ɾʊʃ
