palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
canavial,"['ca', 'na', 'vi', 'al']",ca·na·vi·al,nome masculino,"['kã', 'na', 'vi', 'ˈaw']",kã.na.vi.ˈaw,1,ultima,na,vi,ˈaw
canavial,"['ca', 'na', 'vi', 'al']",ca·na·vi·al,adjetivo,"['kã', 'na', 'vi', 'ˈaw']",kã.na.vi.ˈaw,1,ultima,na,vi,ˈaw
canção,"['can', 'ção']",can·ção,nome feminino,"['kɐ̃', 'sˈɐ̃w']",kɐ̃.sˈɐ̃w,1,ultima,,kɐ̃,sˈɐ̃w
cancela,"['can', 'ce', 'la']",can·ce·la,nome feminino,"['kɐ̃', 'sˈɛ', 'lɐ']",kɐ̃.sˈɛ.lɐ,2,penultima,kɐ̃,sˈɛ,lɐ
cancelada,"['can', 'ce', 'la', 'da']",can·ce·la·da,nome feminino,"['kɐ̃', 'se', 'lˈa', 'dɐ']",kɐ̃.se.lˈa.dɐ,2,penultima,se,lˈa,dɐ
cancelado,"['can', 'ce', 'la', 'do']",can·ce·la·do,adjetivo,"['kɐ̃', 'se', 'lˈa', 'dʊ']",kɐ̃.se.lˈa.dʊ,2,penultima,se,lˈa,dʊ
cancelamento,"['can', 'ce', 'la', 'men', 'to']",can·ce·la·men·to,nome masculino,"['kɐ̃', 'se', 'lã', 'mˈẽ', 'tʊ']",kɐ̃.se.lã.mˈẽ.tʊ,2,penultima,lã,mˈẽ,tʊ
cancelar,"['can', 'ce', 'lar']",can·ce·lar,verbo,"['kɐ̃', 'se', 'lˈa']",kɐ̃.se.lˈa,1,ultima,kɐ̃,se,lˈa
cancelário,"['can', 'ce', 'lá', 'ri', 'o']",can·ce·lá·ri·o,nome masculino,"['kɐ̃', 'se', 'lˈa', 'ɾjʊ']",kɐ̃.se.lˈa.ɾjʊ,3,antepenultima,se,lˈa,ɾjʊ
cancelo,"['can', 'ce', 'lo']",can·ce·lo,nome masculino,"['kɐ̃', 'sˈe', 'lʊ']",kɐ̃.sˈe.lʊ,2,penultima,kɐ̃,sˈe,lʊ
câncer,"['cân', 'cer']",cân·cer,nome masculino,"['kˈɐ̃', 'se']",kˈɐ̃.se,2,penultima,,kˈɐ̃,se
cancerígeno,"['can', 'ce', 'rí', 'ge', 'no']",can·ce·rí·ge·no,adjetivo,"['kɐ̃', 'se', 'ɾˈi', 'ʒẽ', 'nʊ']",kɐ̃.se.ɾˈi.ʒẽ.nʊ,3,antepenultima,ɾˈi,ʒẽ,nʊ
cancerização,"['can', 'ce', 'ri', 'za', 'ção']",can·ce·ri·za·ção,nome feminino,"['kɐ̃', 'se', 'ɾi', 'za', 'sˈɐ̃w']",kɐ̃.se.ɾi.za.sˈɐ̃w,1,ultima,ɾi,za,sˈɐ̃w
cancerologia,"['can', 'ce', 'ro', 'lo', 'gi', 'a']",can·ce·ro·lo·gi·a,nome feminino,"['kɐ̃', 'se', 'ɾo', 'lo', 'ʒˈi', 'ɐ']",kɐ̃.se.ɾo.lo.ʒˈi.ɐ,2,penultima,lo,ʒˈi,ɐ
cancerosa,"['can', 'ce', 'ro', 'sa']",can·ce·ro·sa,nome feminino,"['kɐ̃', 'se', 'ɾˈɔ', 'zɐ']",kɐ̃.se.ɾˈɔ.zɐ,2,penultima,se,ɾˈɔ,zɐ
canceroso,"['can', 'ce', 'ro', 'so']",can·ce·ro·so,nome masculino,"['kɐ̃', 'se', 'ɾˈo', 'zʊ']",kɐ̃.se.ɾˈo.zʊ,2,penultima,se,ɾˈo,zʊ
canceroso,"['can', 'ce', 'ro', 'so']",can·ce·ro·so,adjetivo,"['kɐ̃', 'se', 'ɾˈo', 'zʊ']",kɐ̃.se.ɾˈo.zʊ,2,penultima,se,ɾˈo,zʊ
cancioneiro,"['can', 'ci', 'o', 'nei', 'ro']",can·ci·o·nei·ro,nome masculino,"['kɐ̃', 'sjõ', 'nˈej', 'ɾʊ']",kɐ̃.sjõ.nˈej.ɾʊ,2,penultima,sjõ,nˈej,ɾʊ
canço,"['can', 'ço']",can·ço,nome masculino,"['kˈɐ̃', 'sʊ']",kˈɐ̃.sʊ,2,penultima,,kˈɐ̃,sʊ
cançoneta,"['can', 'ço', 'ne', 'ta']",can·ço·ne·ta,nome feminino,"['kɐ̃', 'sõ', 'nˈe', 'tɐ']",kɐ̃.sõ.nˈe.tɐ,2,penultima,sõ,nˈe,tɐ
cançonetista,"['can', 'ço', 'ne', 'tis', 'ta']",can·ço·ne·tis·ta,nome masculino,"['kɐ̃', 'sõ', 'ne', 'tʃˈiʃ', 'tɐ ou kɐ̃', 'sõ', 'ne', 'tʃˈiʃ', 'tɐ']",kɐ̃.sõ.ne.tʃˈiʃ.tɐ ou kɐ̃.sõ.ne.tʃˈiʃ.tɐ,2,penultima,ne,tʃˈiʃ,tɐ
cançonetista,"['can', 'ço', 'ne', 'tis', 'ta']",can·ço·ne·tis·ta,adjetivo,"['kɐ̃', 'sõ', 'ne', 'tʃˈiʃ', 'tɐ']",kɐ̃.sõ.ne.tʃˈiʃ.tɐ,2,penultima,ne,tʃˈiʃ,tɐ
cancro,"['can', 'cro']",can·cro,nome masculino,"['kˈɐ̃', 'kɾʊ']",kˈɐ̃.kɾʊ,2,penultima,,kˈɐ̃,kɾʊ
candeal,"['can', 'de', 'al']",can·de·al,nome masculino,"['kɐ̃', 'dʒi', 'ˈaw']",kɐ̃.dʒi.ˈaw,1,ultima,kɐ̃,dʒi,ˈaw
candear,"['can', 'de', 'ar']",can·de·ar,verbo,"['kɐ̃', 'dʒi', 'ˈa']",kɐ̃.dʒi.ˈa,1,ultima,kɐ̃,dʒi,ˈa
candeeiro,"['can', 'de', 'ei', 'ro']",can·de·ei·ro,nome masculino,"['kɐ̃', 'de', 'ˈej', 'ɾʊ']",kɐ̃.de.ˈej.ɾʊ,2,penultima,de,ˈej,ɾʊ
candeia,"['can', 'dei', 'a']",can·dei·a,nome feminino,"['kɐ̃', 'dˈej', 'ɐ']",kɐ̃.dˈej.ɐ,2,penultima,kɐ̃,dˈej,ɐ
candeia,"['can', 'dei', 'a']",can·dei·a,adjetivo,"['kɐ̃', 'dˈej', 'ɐ']",kɐ̃.dˈej.ɐ,2,penultima,kɐ̃,dˈej,ɐ
candeio,"['can', 'dei', 'o']",can·dei·o,nome masculino,"['kɐ̃', 'dˈej', 'ʊ']",kɐ̃.dˈej.ʊ,2,penultima,kɐ̃,dˈej,ʊ
candela,"['can', 'de', 'la']",can·de·la,nome feminino,"['kɐ̃', 'dˈɛ', 'lɐ']",kɐ̃.dˈɛ.lɐ,2,penultima,kɐ̃,dˈɛ,lɐ
candelabro,"['can', 'de', 'la', 'bro']",can·de·la·bro,nome masculino,"['kɐ̃', 'de', 'lˈa', 'bɾʊ']",kɐ̃.de.lˈa.bɾʊ,2,penultima,de,lˈa,bɾʊ
candelária,"['can', 'de', 'lá', 'ri', 'a']",can·de·lá·ri·a,nome feminino,"['kɐ̃', 'de', 'lˈa', 'ɾjɐ']",kɐ̃.de.lˈa.ɾjɐ,3,antepenultima,de,lˈa,ɾjɐ
candengue,"['can', 'den', 'gue']",can·den·gue,adjetivo,"['kɐ̃', 'dˈẽ', 'gɪ']",kɐ̃.dˈẽ.gɪ,2,penultima,kɐ̃,dˈẽ,gɪ
