palavra,divisao_list,divisao,categoria,fonetica_list,fonetica,tonica_num,tonica,antepenultima,penultima,ultima
probatório,"['pro', 'ba', 'tó', 'ri', 'o']",pro·ba·tó·ri·o,adjetivo,"['pɾo', 'ba', 'tˈɔ', 'ɾjʊ']",pɾo.ba.tˈɔ.ɾjʊ,3,antepenultima,ba,tˈɔ,ɾjʊ
probidade,"['pro', 'bi', 'da', 'de']",pro·bi·da·de,nome feminino,"['pɾo', 'bi', 'dˈa', 'dʒɪ']",pɾo.bi.dˈa.dʒɪ,2,penultima,bi,dˈa,dʒɪ
problema,"['pro', 'ble', 'ma']",pro·ble·ma,nome masculino,"['pɾo', 'blˈẽ', 'mɐ']",pɾo.blˈẽ.mɐ,2,penultima,pɾo,blˈẽ,mɐ
problemática,"['pro', 'ble', 'má', 'ti', 'ca']",pro·ble·má·ti·ca,nome feminino,"['pɾo', 'blẽ', 'mˈa', 'tʃi', 'kɐ']",pɾo.blẽ.mˈa.tʃi.kɐ,3,antepenultima,mˈa,tʃi,kɐ
problematicamente,"['pro', 'ble', 'ma', 'ti', 'ca', 'men', 'te']",pro·ble·ma·ti·ca·men·te,advérbio,"['pɾo', 'blẽ', 'ma', 'tʃi', 'kã', 'mˈẽ', 'tʃɪ']",pɾo.blẽ.ma.tʃi.kã.mˈẽ.tʃɪ,2,penultima,kã,mˈẽ,tʃɪ
problemático,"['pro', 'ble', 'má', 'ti', 'co']",pro·ble·má·ti·co,adjetivo,"['pɾo', 'blẽ', 'mˈa', 'tʃi', 'kʊ']",pɾo.blẽ.mˈa.tʃi.kʊ,3,antepenultima,mˈa,tʃi,kʊ
problematização,"['pro', 'ble', 'ma', 'ti', 'za', 'ção']",pro·ble·ma·ti·za·ção,nome feminino,"['pɾo', 'blẽ', 'ma', 'tʃi', 'za', 'sˈɐ̃w']",pɾo.blẽ.ma.tʃi.za.sˈɐ̃w,1,ultima,tʃi,za,sˈɐ̃w
problematizar,"['pro', 'ble', 'ma', 'ti', 'zar']",pro·ble·ma·ti·zar,verbo,"['pɾo', 'blẽ', 'ma', 'tʃi', 'zˈa']",pɾo.blẽ.ma.tʃi.zˈa,1,ultima,ma,tʃi,zˈa
probo,"['pro', 'bo']",pro·bo,adjetivo,"['pɾˈo', 'bʊ']",pɾˈo.bʊ,2,penultima,,pɾˈo,bʊ
procâmbio,"['pro', 'câm', 'bi', 'o']",pro·câm·bi·o,nome masculino,"['pɾo', 'kˈɐ̃', 'bjʊ']",pɾo.kˈɐ̃.bjʊ,3,antepenultima,pɾo,kˈɐ̃,bjʊ
procariota,"['pro', 'ca', 'ri', 'o', 'ta']",pro·ca·ri·o·ta,adjetivo,"['pɾo', 'ka', 'ɾjˈɔ', 'tɐ']",pɾo.ka.ɾjˈɔ.tɐ,2,penultima,ka,ɾjˈɔ,tɐ
procarpo,"['pro', 'car', 'po']",pro·car·po,nome masculino,"['pɾo', 'kˈah', 'pʊ']",pɾo.kˈah.pʊ,2,penultima,pɾo,kˈah,pʊ
procataléptico,"['pro', 'ca', 'ta', 'lép', 'ti', 'co']",pro·ca·ta·lép·ti·co,adjetivo,"['pɾo', 'ka', 'ta', 'lˈɛ', 'pi', 'tʃi', 'kʊ']",pɾo.ka.ta.lˈɛ.pi.tʃi.kʊ,3,antepenultima,pi,tʃi,kʊ
procatártico,"['pro', 'ca', 'tár', 'ti', 'co']",pro·ca·tár·ti·co,adjetivo,"['pɾo', 'ka', 'tˈah', 'tʃi', 'kʊ']",pɾo.ka.tˈah.tʃi.kʊ,3,antepenultima,tˈah,tʃi,kʊ
procedência,"['pro', 'ce', 'dên', 'ci', 'a']",pro·ce·dên·ci·a,nome feminino,"['pɾo', 'se', 'dˈẽ', 'sjɐ']",pɾo.se.dˈẽ.sjɐ,3,antepenultima,se,dˈẽ,sjɐ
procedente,"['pro', 'ce', 'den', 'te']",pro·ce·den·te,adjetivo,"['pɾo', 'se', 'dˈẽ', 'tʃɪ']",pɾo.se.dˈẽ.tʃɪ,2,penultima,se,dˈẽ,tʃɪ
proceder,"['pro', 'ce', 'der']",pro·ce·der,verbo,"['pɾo', 'se', 'dˈe']",pɾo.se.dˈe,1,ultima,pɾo,se,dˈe
