palavra,divisao,categoria,fonetica,tonic
zambiano,"['zam', 'bi', 'a', 'no']",nome masculino,"['zɐ̃', 'bi', 'ˈɐ̃', 'nʊ']",2
zambo,"['zam', 'bo']",adjetivo,"['zˈɐ̃', 'bʊ']",2
zambra,"['zam', 'bra']",nome feminino,"['zˈɐ̃', 'bɾɐ']",2
zambro,"['zam', 'bro']",adjetivo,"['zˈɐ̃', 'bɾʊ']",2
zambujal,"['zam', 'bu', 'jal']",nome masculino,"['zɐ̃', 'bu', 'ʒˈaw']",1
zambujeiro,"['zam', 'bu', 'jei', 'ro']",nome masculino,"['zɐ̃', 'bu', 'ʒˈej', 'ɾʊ']",2
zambujo,"['zam', 'bu', 'jo']",nome masculino,"['zɐ̃', 'bˈu', 'ʒʊ']",2
zampar,"['zam', 'par']",verbo,"['zɐ̃', 'pˈa']",1
zanga,"['zan', 'ga']",nome feminino,"['zˈɐ̃', 'gɐ']",2
zangado,"['zan', 'ga', 'do']",adjetivo,"['zɐ̃', 'gˈa', 'dʊ']",2
zangão,"['zan', 'gão']",adjetivo,"['zɐ̃', 'gˈɐ̃w']",1
zangão,"['zan', 'gão']",nome masculino,"['zɐ̃', 'gˈɐ̃w']",1
zangar,"['zan', 'gar']",verbo,"['zɐ̃', 'gˈa']",1
zanzibar,"['zan', 'zi', 'bar']",adjetivo,"['zɐ̃', 'zi', 'bˈa']",1
zanzibar,"['zan', 'zi', 'bar']",nome masculino,"['zɐ̃', 'zi', 'bˈa']",1
zanzibar,"['zan', 'zi', 'bar']",nome feminino,"['zɐ̃', 'zi', 'bˈa']",1
zapping,"['zap', 'ping']",nome masculino,[''],2
zaragata,"['za', 'ra', 'ga', 'ta']",nome feminino,"['za', 'ɾa', 'gˈa', 'tɐ']",2
zaragateira,"['za', 'ra', 'ga', 'tei', 'ra']",nome feminino,"['za', 'ɾa', 'ga', 'tˈej', 'ɾɐ']",2
zaragateiro,"['za', 'ra', 'ga', 'tei', 'ro']",adjetivo,"['za', 'ɾa', 'ga', 'tˈej', 'ɾʊ']",2
zaragateiro,"['za', 'ra', 'ga', 'tei', 'ro']",nome masculino,"['za', 'ɾa', 'ga', 'tˈej', 'ɾʊ']",2
zaragatoa,"['za', 'ra', 'ga', 'to', 'a']",nome feminino,"['za', 'ɾa', 'ga', 'tˈo', 'ɐ']",2
zaragatoar,"['za', 'ra', 'ga', 'to', 'ar']",verbo,"['za', 'ɾa', 'ga', 'to', 'ˈa']",1
zarcão,"['zar', 'cão']",nome masculino,"['zah', 'kˈɐ̃w']",1
zarco,"['zar', 'co']",adjetivo,"['zˈah', 'kʊ']",2
zargo,"['zar', 'go']",adjetivo,"['zˈaɦ', 'gʊ']",2
zarolho,"['za', 'ro', 'lho']",adjetivo,"['za', 'ɾˈo', 'ʎʊ']",2
zarolho,"['za', 'ro', 'lho']",nome masculino,"['za', 'ɾˈo', 'ʎʊ']",2
zarpar,"['zar', 'par']",verbo,"['zah', 'pˈa']",1
zarro,"['zar', 'ro']",adjetivo,"['zˈa', 'ɦʊ']",2
zarro,"['zar', 'ro']",nome masculino,"['zˈa', 'ɦʊ']",2
zarzuela,"['zar', 'zu', 'e', 'la']",nome feminino,"['zaɦ', 'zwˈɛ', 'lɐ']",2
zás,['zás'],interjeição,['zˈaʃ'],1
zau,['zau'],nome masculino,['zˈaw'],1
zavar,"['za', 'var']",verbo,"['za', 'vˈa']",1
zé,['zé'],nome masculino,['zˈɛ'],1
zê,['zê'],nome masculino,['zˈe'],1
zé-ninguém,"['zé', 'nin', 'guém']",nome masculino,"['zˌɛ', 'nĩ', 'gˈẽj']",1
zé-pereira,"['zé', 'pe', 'rei', 'ra']",nome masculino,"['zˌɛ', 'pe', 'ɾˈej', 'ɾɐ']",2
zé-povinho,"['zé', 'po', 'vi', 'nho']",nome masculino,"['zˌɛ', 'po', 'vˈĩ', 'ɲʊ']",2
zebra,"['ze', 'bra']",nome feminino,"['zˈe', 'bɾɐ']",2
zebrar,"['ze', 'brar']",verbo,"['ze', 'bɾˈa']",1
zebro,"['ze', 'bro']",nome masculino,"['zˈe', 'bɾʊ']",2
zebu,"['ze', 'bu']",nome masculino,"['zˈe', 'bʊ']",1
zebu,"['ze', 'bu']",adjetivo,"['zˈe', 'bʊ']",1
zéfiro,"['zé', 'fi', 'ro']",nome masculino,"['zˈɛ', 'fi', 'ɾʊ']",3
zeitgeist,"['zeit', 'geist']",nome masculino,[''],2
zelador,"['ze', 'la', 'dor']",nome masculino,"['ze', 'la', 'dˈo']",1
zelador,"['ze', 'la', 'dor']",adjetivo,"['ze', 'la', 'dˈo']",1
zelar,"['ze', 'lar']",verbo,"['ze', 'lˈa']",1
zelo,"['ze', 'lo']",nome masculino,"['zˈe', 'lʊ']",2
zelosamente,"['ze', 'lo', 'sa', 'men', 'te']",advérbio,"['ze', 'lo', 'zã', 'mˈẽ', 'tʃɪ']",2
zeloso,"['ze', 'lo', 'so']",adjetivo,"['ze', 'lˈo', 'zʊ']",2
zen,['zen'],nome masculino,[''],1
zen,['zen'],adjetivo,[''],1
zenda,"['zen', 'da']",nome masculino,"['zˈẽ', 'dɐ']",2
zende,"['zen', 'de']",nome masculino,"['zˈẽ', 'dʒɪ']",2
zenir,"['ze', 'nir']",verbo,"['zẽ', 'nˈi']",1
zenital,"['ze', 'ni', 'tal']",adjetivo,"['zẽ', 'ni', 'tˈaw']",1
zénite,"['zé', 'ni', 'te']",nome masculino,"['zˈɛ̃', 'ni', 'tʃɪ']",3
zepelim,"['ze', 'pe', 'lim']",nome masculino,"['ze', 'pe', 'lˈĩ']",1
zero,"['ze', 'ro']",nome masculino,"['zˈɛ', 'ɾʊ']",2
zero,"['ze', 'ro']",número,"['zˈɛ', 'ɾʊ']",2
zeta,"['ze', 'ta']",nome masculino,"['zˈɛ', 'tɐ']",2
zeugma,"['zeug', 'ma']",nome masculino,"['zˈew', 'gə̃', 'mɐ']",2
zibelina,"['zi', 'be', 'li', 'na']",nome feminino,"['zi', 'be', 'lˈĩ', 'nɐ']",2
zigoto,"['zi', 'go', 'to']",nome masculino,"['zi', 'gˈo', 'tʊ']",2
ziguezague,"['zi', 'gue', 'za', 'gue']",nome masculino,"['zi', 'ge', 'zˈa', 'gɪ']",2
ziguezagueante,"['zi', 'gue', 'za', 'gue', 'an', 'te']",adjetivo,"['zi', 'ge', 'za', 'gi', 'ˈɐ̃', 'tʃɪ']",2
ziguezaguear,"['zi', 'gue', 'za', 'gue', 'ar']",verbo,"['zi', 'ge', 'za', 'gi', 'ˈa']",1
zigurate,"['zi', 'gu', 'ra', 'te']",nome masculino,"['zi', 'gu', 'ɾˈa', 'tʃɪ']",2
zimbabuano,"['zim', 'ba', 'bu', 'a', 'no']",adjetivo,"['zĩ', 'ba', 'bu', 'ˈɐ̃', 'nʊ']",2
zimbabuano,"['zim', 'ba', 'bu', 'a', 'no']",nome masculino,"['zĩ', 'ba', 'bu', 'ˈɐ̃', 'nʊ']",2
zimbo,"['zim', 'bo']",nome masculino,"['zˈĩ', 'bʊ']",2
zimbório,"['zim', 'bó', 'ri', 'o']",nome masculino,"['zĩ', 'bˈɔ', 'ɾjʊ']",3
zimbral,"['zim', 'bral']",nome masculino,"['zĩ', 'bɾˈaw']",1
zimbrar,"['zim', 'brar']",verbo,"['zĩ', 'bɾˈa']",1
zimbro,"['zim', 'bro']",nome masculino,"['zˈĩ', 'bɾʊ']",2
zina,"['zi', 'na']",nome feminino,"['zˈĩ', 'nɐ']",2
zincar,"['zin', 'car']",verbo,"['zĩ', 'kˈa']",1
zinco,"['zin', 'co']",nome masculino,"['zˈĩ', 'kʊ']",2
zincogravura,"['zin', 'co', 'gra', 'vu', 'ra']",nome feminino,"['zĩ', 'ko', 'gɾa', 'vˈu', 'ɾɐ']",2
zinga,"['zin', 'ga']",nome feminino,"['zˈĩ', 'gɐ']",2
zingar,"['zin', 'gar']",verbo,"['zĩ', 'gˈa']",1
zíngaro,"['zín', 'ga', 'ro']",adjetivo,"['zˈĩ', 'ga', 'ɾʊ']",3
zíngaro,"['zín', 'ga', 'ro']",nome masculino,"['zˈĩ', 'ga', 'ɾʊ']",3
zinho,"['zi', 'nho']",nome masculino,"['zˈĩ', 'ɲʊ']",2
zinir,"['zi', 'nir']",verbo,"['zĩ', 'nˈi']",1
zip,['zip'],nome masculino,[''],1
zircónio,"['zir', 'có', 'ni', 'o']",nome masculino,"['zih', 'kˈɔ̃', 'njʊ']",3
zito,"['zi', 'to']",nome masculino,"['zˈi', 'tʊ']",2
zloty,"['zlo', 'ty']",nome masculino,[''],2
zoada,"['zo', 'a', 'da']",nome feminino,"['zo', 'ˈa', 'dɐ']",2
zoar,"['zo', 'ar']",verbo,"['zo', 'ˈa']",1
zodiacal,"['zo', 'di', 'a', 'cal']",adjetivo,"['zo', 'dʒi', 'a', 'kˈaw']",1
zoilo,"['zoi', 'lo']",nome masculino,"['zˈoj', 'lʊ']",2
zola,"['zo', 'la']",nome feminino,"['zˈɔ', 'lɐ']",2
zomba,"['zom', 'ba']",nome feminino,"['zˈõ', 'bɐ']",2
zombar,"['zom', 'bar']",verbo,"['zõ', 'bˈa']",1
zombaria,"['zom', 'ba', 'ri', 'a']",nome feminino,"['zõ', 'ba', 'ɾˈi', 'ɐ']",2
zombeteira,"['zom', 'be', 'tei', 'ra']",nome feminino,"['zõ', 'be', 'tˈej', 'ɾɐ']",2
zombeteiramente,"['zom', 'be', 'tei', 'ra', 'men', 'te']",advérbio,"['zõ', 'be', 'tej', 'ɾã', 'mˈẽ', 'tʃɪ']",2
zombeteiro,"['zom', 'be', 'tei', 'ro']",adjetivo,"['zõ', 'be', 'tˈej', 'ɾʊ']",2
zombeteiro,"['zom', 'be', 'tei', 'ro']",nome masculino,"['zõ', 'be', 'tˈej', 'ɾʊ']",2
zombie,"['zom', 'bie']",nome masculino,['ou'],1
zona,"['zo', 'na']",nome feminino,"['zˈõ', 'nɐ']",2
zonal,"['zo', 'nal']",adjetivo,"['zõ', 'nˈaw']",1
zonamento,"['zo', 'na', 'men', 'to']",nome masculino,"['zõ', 'nã', 'mˈẽ', 'tʊ']",2
zonar,"['zo', 'nar']",verbo,"['zõ', 'nˈa']",1
zoneamento,"['zo', 'ne', 'a', 'men', 'to']",nome masculino,"['zõ', 'ne', 'ã', 'mˈẽ', 'tʊ']",2
zongola,"['zon', 'go', 'la']",nome masculino,"['zõ', 'gˈo', 'lɐ']",2
zongolar,"['zon', 'go', 'lar']",verbo,"['zõ', 'go', 'lˈa']",1
zonzo,"['zon', 'zo']",adjetivo,"['zˈõ', 'zʊ']",2
zonzom,"['zon', 'zom']",nome masculino,"['zõ', 'zˈõ']",2
zoo,"['zo', 'o']",nome masculino,"['zˈo', 'ʊ']",2
zoófila,"['zo', 'ó', 'fi', 'la']",nome feminino,"['zo', 'ˈɔ', 'fi', 'lɐ']",3
zoófilo,"['zo', 'ó', 'fi', 'lo']",adjetivo,"['zo', 'ˈɔ', 'fi', 'lʊ']",3
zoófilo,"['zo', 'ó', 'fi', 'lo']",nome masculino,"['zo', 'ˈɔ', 'fi', 'lʊ']",3
zoologia,"['zo', 'o', 'lo', 'gi', 'a']",nome feminino,"['zo', 'lo', 'ʒˈi', 'ɐ']",2
zoologicamente,"['zo', 'o', 'lo', 'gi', 'ca', 'men', 'te']",advérbio,"['zo', 'lɔ', 'ʒi', 'kã', 'mˈẽ', 'tʃɪ']",2
zoológico,"['zo', 'o', 'ló', 'gi', 'co']",adjetivo,"['zo', 'lˈɔ', 'ʒi', 'kʊ']",3
zoológico,"['zo', 'o', 'ló', 'gi', 'co']",nome masculino,"['zo', 'lˈɔ', 'ʒi', 'kʊ']",3
zoologista,"['zo', 'o', 'lo', 'gis', 'ta']",nome masculino,"['zo', 'lo', 'ʒˈiʃ', 'tɐ ou zo', 'lo', 'ʒˈiʃ', 'tɐ']",2
zoólogo,"['zo', 'ó', 'lo', 'go']",nome masculino,"['zo', 'ˈɔ', 'lo', 'gʊ']",3
zoom,['zoom'],nome masculino,[''],1
zoomórfico,"['zo', 'o', 'mór', 'fi', 'co']",adjetivo,"['zo', 'õ', 'mˈɔh', 'fi', 'kʊ']",3
zoonose,"['zo', 'o', 'no', 'se']",nome feminino,"['zo', 'õ', 'nˈɔ', 'zɪ']",2
zooplâncton,"['zo', 'o', 'plânc', 'ton']",nome masculino,"['zo', 'o', 'plˈɐ̃ŋk', 'tõ']",2
zootecnia,"['zo', 'o', 'tec', 'ni', 'a']",nome feminino,"['zo', 'o', 'tɛ', 'kĩ', 'nˈi', 'ɐ']",2
zootécnica,"['zo', 'o', 'téc', 'ni', 'ca']",nome feminino,"['zo', 'o', 'tˈɛ', 'kĩ', 'ni', 'kɐ']",3
zootécnico,"['zo', 'o', 'téc', 'ni', 'co']",adjetivo,"['zo', 'o', 'tˈɛ', 'kĩ', 'ni', 'kʊ']",3
zootécnico,"['zo', 'o', 'téc', 'ni', 'co']",nome masculino,"['zo', 'o', 'tˈɛ', 'kĩ', 'ni', 'kʊ']",3
zopo,"['zo', 'po']",adjetivo,"['zˈo', 'pʊ']",2
zoroastriano,"['zo', 'ro', 'as', 'tri', 'a', 'no']",adjetivo,"['zo', 'ɾo', 'aʃ', 'tɾi', 'ˈɐ̃', 'nʊ']",2
zoroastrismo,"['zo', 'ro', 'as', 'tris', 'mo']",nome masculino,"['zo', 'ɾo', 'aʃ', 'tɾˈiʒ', 'mʊ']",2
zoroastrista,"['zo', 'ro', 'as', 'tris', 'ta']",nome masculino,"['zo', 'ɾo', 'aʃ', 'tɾˈiʃ', 'tɐ']",2
zoroastrista,"['zo', 'ro', 'as', 'tris', 'ta']",adjetivo,"['zo', 'ɾo', 'aʃ', 'tɾˈiʃ', 'tɐ']",2
zoroastrista,"['zo', 'ro', 'as', 'tris', 'ta']",nome feminino,"['zo', 'ɾo', 'aʃ', 'tɾˈiʃ', 'tɐ']",2
zorra,"['zor', 'ra']",nome feminino,"['zˈo', 'ɦɐ']",2
zorro,"['zor', 'ro']",nome masculino,"['zˈo', 'ɦʊ']",2
zuavo,"['zu', 'a', 'vo']",nome masculino,"['zu', 'ˈa', 'vʊ']",2
zuca,"['zu', 'ca']",nome feminino,"['zˈu', 'kɐ']",2
zuca,"['zu', 'ca']",nome masculino,"['zˈu', 'kɐ']",2
zucar,"['zu', 'car']",verbo,"['zu', 'kˈa']",1
zuco,"['zu', 'co']",adjetivo,"['zˈu', 'kʊ']",2
zuir,"['zu', 'ir']",verbo,"['zu', 'ˈi']",1
zular,"['zu', 'lar']",verbo,"['zu', 'lˈa']",1
zulo,"['zu', 'lo']",nome masculino,"['zˈu', 'lʊ ou zˈu', 'lʊ']",2
zulo,"['zu', 'lo']",adjetivo,"['zˈu', 'lʊ']",2
zumba,"['zum', 'ba']",interjeição,"['zˈũ', 'bɐ']",2
zumbar,"['zum', 'bar']",verbo,"['zũ', 'bˈa']",1
zumbi,"['zum', 'bi']",nome masculino,"['zũ', 'bˈi']",1
zumbido,"['zum', 'bi', 'do']",nome masculino,"['zũ', 'bˈi', 'dʊ']",2
zumbir,"['zum', 'bir']",verbo,"['zũ', 'bˈi']",1
zunido,"['zu', 'ni', 'do']",nome masculino,"['zũ', 'nˈi', 'dʊ']",2
zunir,"['zu', 'nir']",verbo,"['zũ', 'nˈi']",1
zunzum,"['zun', 'zum']",nome masculino,"['zũ', 'zˈũ']",1
zurrapa,"['zur', 'ra', 'pa']",nome feminino,"['zu', 'ɦˈa', 'pɐ']",2
zurrar,"['zur', 'rar']",verbo,"['zu', 'ɦˈa']",1
zurzidela,"['zur', 'zi', 'de', 'la']",nome feminino,"['zuɦ', 'zi', 'dˈɛ', 'lɐ']",2
zurzir,"['zur', 'zir']",verbo,"['zuɦ', 'zˈi']",1
