palavra,divisao,categoria,fonetica,tonic
gândara,"['gân', 'da', 'ra']",nome feminino,"['gˈɐ̃', 'da', 'ɾɐ']",3
gandarês,"['gan', 'da', 'rês']",adjetivo,"['gɐ̃', 'da', 'ɾˈeʃ']",1
gandarinha,"['gan', 'da', 'ri', 'nha']",nome feminino,"['gɐ̃', 'da', 'ɾˈĩ', 'ɲɐ']",2
gando,"['gan', 'do']",nome masculino,"['gˈɐ̃', 'dʊ']",2
gandra,"['gan', 'dra']",nome feminino,"['gˈɐ̃', 'dɾɐ']",2
gandula,"['gan', 'du', 'la']",adjetivo,"['gɐ̃', 'dˈu', 'lɐ']",2
gandula,"['gan', 'du', 'la']",nome masculino,"['gɐ̃', 'dˈu', 'lɐ']",2
gandula,"['gan', 'du', 'la']",nome feminino,"['gɐ̃', 'dˈu', 'lɐ']",2
gandulagem,"['gan', 'du', 'la', 'gem']",nome feminino,"['gɐ̃', 'du', 'lˈa', 'ʒẽj']",2
gandular,"['gan', 'du', 'lar']",verbo,"['gɐ̃', 'du', 'lˈa']",1
gandulo,"['gan', 'du', 'lo']",adjetivo,"['gɐ̃', 'dˈu', 'lʊ']",2
gandulo,"['gan', 'du', 'lo']",nome masculino,"['gɐ̃', 'dˈu', 'lʊ']",2
