palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
réveillon,nome masculino,"['ré', 'vei', 'llon']",-3,[''],0
revel,adjetivo,"['re', 'vel']",-1,"['ɦe', 'vˈɛw']",-1
revel,nome masculino,"['re', 'vel']",-1,"['ɦe', 'vˈɛw']",-1
revel,nome feminino,"['re', 'vel']",-1,"['ɦe', 'vˈɛw']",-1
revelação,nome feminino,"['re', 've', 'la', 'ção']",-1,"['ɦe', 've', 'la', 'sˈɐ̃w']",-1
revelado,adjetivo,"['re', 've', 'la', 'do']",-2,"['ɦe', 've', 'lˈa', 'dʊ']",-2
revelador,adjetivo,"['re', 've', 'la', 'dor']",-1,"['ɦe', 've', 'la', 'dˈo']",-1
revelador,nome masculino,"['re', 've', 'la', 'dor']",-1,"['ɦe', 've', 'la', 'dˈo']",-1
revelar,verbo,"['re', 've', 'lar']",-1,"['ɦe', 've', 'lˈa']",-1
revelho,adjetivo,"['re', 've', 'lho']",-2,"['ɦe', 'vˈɛ', 'ʎʊ']",-2
revelia,nome feminino,"['re', 've', 'li', 'a']",-2,"['ɦe', 've', 'lˈi', 'ɐ']",-2
revelim,nome masculino,"['re', 've', 'lim']",-1,"['ɦe', 've', 'lˈĩ']",-1
revelir,verbo,"['re', 've', 'lir']",-1,"['ɦe', 've', 'lˈi']",-1
revelo,nome masculino,"['re', 've', 'lo']",-2,"['ɦe', 'vˈɛ', 'lʊ']",-2
revenda,nome feminino,"['re', 'ven', 'da']",-2,"['ɦe', 'vˈẽ', 'dɐ']",-2
revendedeira,nome feminino,"['re', 'ven', 'de', 'dei', 'ra']",-2,"['ɦe', 'vẽ', 'de', 'dˈej', 'ɾɐ']",-2
revendedor,nome masculino,"['re', 'ven', 'de', 'dor']",-1,"['ɦe', 'vẽ', 'de', 'dˈo']",-1
revendedor,adjetivo,"['re', 'ven', 'de', 'dor']",-1,"['ɦe', 'vẽ', 'de', 'dˈo']",-1
revendedora,nome feminino,"['re', 'ven', 'de', 'do', 'ra']",-2,"['ɦe', 'vẽ', 'de', 'dˈo', 'ɾɐ']",-2
revender,verbo,"['re', 'ven', 'der']",-1,"['ɦe', 'vẽ', 'dˈe']",-1
revendilhão,adjetivo,"['re', 'ven', 'di', 'lhão']",-1,"['ɦe', 'vẽ', 'dʒi', 'ʎˈɐ̃w']",-1
revendilhão,nome masculino,"['re', 'ven', 'di', 'lhão']",-1,"['ɦe', 'vẽ', 'dʒi', 'ʎˈɐ̃w']",-1
