palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
latino-americano,nome masculino,"['la', 'ti', 'no', 'a', 'me', 'ri', 'ca', 'no']",-1,"['la', 'tʃˌĩ', 'no', 'ã', 'me', 'ɾi', 'kˈɐ̃', 'nʊ']",-2
latino-americano,adjetivo,"['la', 'ti', 'no', 'a', 'me', 'ri', 'ca', 'no']",-1,"['la', 'tʃˌĩ', 'no', 'ã', 'me', 'ɾi', 'kˈɐ̃', 'nʊ']",-2
latinório,nome masculino,"['la', 'ti', 'nó', 'ri', 'o']",-3,"['la', 'tʃĩ', 'nˈɔ', 'ɾjʊ']",-2
latir,nome masculino,"['la', 'tir']",-1,"['la', 'tʃˈi']",-1
latir,verbo,"['la', 'tir']",-1,"['la', 'tʃˈi']",-1
latitude,nome feminino,"['la', 'ti', 'tu', 'de']",-2,"['la', 'tʃi', 'tˈu', 'dʒɪ']",-2
lato,adjetivo,"['la', 'to']",-2,"['lˈa', 'tʊ']",-2
lato,nome masculino,"['la', 'to']",-2,"['lˈa', 'tʊ']",-2
latoaria,nome feminino,"['la', 'to', 'a', 'ri', 'a']",-2,"['la', 'to', 'a', 'ɾˈi', 'ɐ']",-2
latoeiro,nome masculino,"['la', 'to', 'ei', 'ro']",-2,"['la', 'to', 'ˈej', 'ɾʊ']",-2
latrina,nome feminino,"['la', 'tri', 'na']",-2,"['la', 'tɾˈĩ', 'nɐ']",-2
latrocínio,nome masculino,"['la', 'tro', 'cí', 'ni', 'o']",-3,"['la', 'tɾo', 'sˈĩ', 'njʊ']",-2
lauda,nome feminino,"['lau', 'da']",-2,"['lˈaw', 'dɐ']",-2
láudano,nome masculino,"['láu', 'da', 'no']",-3,"['lˈaw', 'dã', 'nʊ']",-3
laudatório,adjetivo,"['lau', 'da', 'tó', 'ri', 'o']",-3,"['law', 'da', 'tˈɔ', 'ɾjʊ']",-2
laudes,nome masculino,"['lau', 'des']",-2,"['lˈaw', 'dʒɪʃ']",-2
laudo,nome masculino,"['lau', 'do']",-2,"['lˈaw', 'dʊ']",-2
laura,nome feminino,"['lau', 'ra']",-2,"['lˈaw', 'ɾɐ']",-2
