palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
capicua,nome feminino,"['ca', 'pi', 'cu', 'a']",-2,"['ka', 'pi', 'kˈu', 'ɐ']",-2
capilar,nome masculino,"['ca', 'pi', 'lar']",-1,"['ka', 'pi', 'lˈa']",-1
capilar,adjetivo,"['ca', 'pi', 'lar']",-1,"['ka', 'pi', 'lˈa']",-1
capilaridade,nome feminino,"['ca', 'pi', 'la', 'ri', 'da', 'de']",-2,"['ka', 'pi', 'la', 'ɾi', 'dˈa', 'dʒɪ']",-2
capilé,nome masculino,"['ca', 'pi', 'lé']",-1,"['ka', 'pi', 'lˈɛ']",-1
capim,nome masculino,"['ca', 'pim']",-1,"['ka', 'pˈĩ']",-1
capinar,verbo,"['ca', 'pi', 'nar']",-1,"['ka', 'pĩ', 'nˈa']",-1
capinha,nome masculino,"['ca', 'pi', 'nha']",-2,"['ka', 'pˈĩ', 'ɲɐ']",-2
capinha,nome feminino,"['ca', 'pi', 'nha']",-2,"['ka', 'pˈĩ', 'ɲɐ']",-2
capirote,nome masculino,"['ca', 'pi', 'ro', 'te']",-2,"['ka', 'pi', 'ɾˈɔ', 'tʃɪ']",-2
capirote,adjetivo,"['ca', 'pi', 'ro', 'te']",-2,"['ka', 'pi', 'ɾˈɔ', 'tʃɪ']",-2
capista,nome masculino,"['ca', 'pis', 'ta']",-2,"['ka', 'pˈiʃ', 'tɐ']",-2
capitação,nome feminino,"['ca', 'pi', 'ta', 'ção']",-1,"['ka', 'pi', 'ta', 'sˈɐ̃w']",-1
capital,nome masculino,"['ca', 'pi', 'tal']",-1,"['ka', 'pi', 'tˈaw']",-1
capital,adjetivo,"['ca', 'pi', 'tal']",-1,"['ka', 'pi', 'tˈaw']",-1
capital,nome feminino,"['ca', 'pi', 'tal']",-1,"['ka', 'pi', 'tˈaw']",-1
capitalino,adjetivo,"['ca', 'pi', 'ta', 'li', 'no']",-2,"['ka', 'pi', 'ta', 'lˈĩ', 'nʊ']",-2
capitalismo,nome masculino,"['ca', 'pi', 'ta', 'lis', 'mo']",-2,"['ka', 'pi', 'ta', 'lˈiʒ', 'mʊ']",-2
capitalista,adjetivo,"['ca', 'pi', 'ta', 'lis', 'ta']",-2,"['ka', 'pi', 'ta', 'lˈiʃ', 'tɐ']",-2
capitalista,nome masculino,"['ca', 'pi', 'ta', 'lis', 'ta']",-2,"['ka', 'pi', 'ta', 'lˈiʃ', 'tɐ']",-2
capitalista,nome feminino,"['ca', 'pi', 'ta', 'lis', 'ta']",-2,"['ka', 'pi', 'ta', 'lˈiʃ', 'tɐ']",-2
capitalização,nome feminino,"['ca', 'pi', 'ta', 'li', 'za', 'ção']",-1,"['ka', 'pi', 'ta', 'li', 'za', 'sˈɐ̃w']",-1
capitalizar,verbo,"['ca', 'pi', 'ta', 'li', 'zar']",-1,"['ka', 'pi', 'ta', 'li', 'zˈa']",-1
capitalizável,adjetivo,"['ca', 'pi', 'ta', 'li', 'zá', 'vel']",-2,"['ka', 'pi', 'ta', 'li', 'zˈa', 'vew']",-2
capitanear,verbo,"['ca', 'pi', 'ta', 'ne', 'ar']",-1,"['ka', 'pi', 'tã', 'ni', 'ˈa']",-1
capitango,nome masculino,"['ca', 'pi', 'tan', 'go']",-2,"['ka', 'pi', 'tˈɐ̃', 'gʊ']",-2
capitânia,nome feminino,"['ca', 'pi', 'tâ', 'ni', 'a']",-3,"['ka', 'pi', 'tˈɐ̃', 'njɐ']",-2
capitânia,adjetivo,"['ca', 'pi', 'tâ', 'ni', 'a']",-3,"['ka', 'pi', 'tˈɐ̃', 'njɐ']",-2
capitania,nome feminino,"['ca', 'pi', 'ta', 'ni', 'a']",-2,"['ka', 'pi', 'tã', 'nˈi', 'ɐ']",-2
capitão,nome masculino,"['ca', 'pi', 'tão']",-1,"['ka', 'pi', 'tˈɐ̃w']",-1
capitão de fragata,nome masculino,"['ca', 'pi', 'tão de fra', 'ga', 'ta']",0,"['ka', 'pi', 'tˌɐ̃w', 'dʒi', 'fɾa', 'gˈa', 'tɐ']",-2
capitão de mar e guerra,nome masculino,"['ca', 'pi', 'tão de mar e guer', 'ra']",-2,"['ka', 'pi', 'tˌɐ̃w', 'dʒi', 'maɾ', 'e', 'gˈɛ', 'ɦɐ']",-2
capitão-mor,nome masculino,"['ca', 'pi', 'tão', 'mor']",-1,"['ka', 'pi', 'tˌɐ̃w', 'mˈɔ']",-1
capitão-tenente,nome masculino,"['ca', 'pi', 'tão', 'te', 'nen', 'te']",0,"['ka', 'pi', 'ˌtɐ̃w', 'tẽ', 'nˈẽ', 'tʃɪ']",-2
capitar,verbo,"['ca', 'pi', 'tar']",-1,"['ka', 'pi', 'tˈa']",-1
capitel,nome masculino,"['ca', 'pi', 'tel']",-1,"['ka', 'pi', 'tˈɛw']",-1
capitoa,nome feminino,"['ca', 'pi', 'to', 'a']",-2,"['ka', 'pi', 'tˈo', 'ɐ']",-2
capitoa,adjetivo,"['ca', 'pi', 'to', 'a']",-2,"['ka', 'pi', 'tˈo', 'ɐ']",-2
capitolino,adjetivo,"['ca', 'pi', 'to', 'li', 'no']",-2,"['ka', 'pi', 'to', 'lˈĩ', 'nʊ']",-2
capitólio,nome masculino,"['ca', 'pi', 'tó', 'li', 'o']",-3,"['ka', 'pi', 'tˈɔ', 'ljʊ']",-2
capitosamente,advérbio,"['ca', 'pi', 'to', 'sa', 'men', 'te']",-2,"['ka', 'pi', 'tɔ', 'zã', 'mˈẽ', 'tʃɪ']",-2
capitoso,adjetivo,"['ca', 'pi', 'to', 'so']",-2,"['ka', 'pi', 'tˈo', 'zʊ']",-2
capitulação,nome feminino,"['ca', 'pi', 'tu', 'la', 'ção']",-1,"['ka', 'pi', 'tu', 'la', 'sˈɐ̃w']",-1
capitular,verbo,"['ca', 'pi', 'tu', 'lar']",-1,"['ka', 'pi', 'tu', 'lˈa']",-1
capitular,adjetivo,"['ca', 'pi', 'tu', 'lar']",-1,"['ka', 'pi', 'tu', 'lˈa']",-1
capitulares,nome feminino,"['ca', 'pi', 'tu', 'la', 'res']",-2,"['ka', 'pi', 'tu', 'lˈa', 'ɾɪʃ']",-2
capítulo,nome masculino,"['ca', 'pí', 'tu', 'lo']",-3,"['ka', 'pˈi', 'tu', 'lʊ']",-3
capivara,nome feminino,"['ca', 'pi', 'va', 'ra']",-2,"['ka', 'pi', 'vˈa', 'ɾɐ']",-2
capô,nome masculino,"['ca', 'pô']",-1,"['ka', 'pˈo']",-1
capoeira,nome feminino,"['ca', 'po', 'ei', 'ra']",-2,"['ka', 'po', 'ˈej', 'ɾɐ']",-2
capoeiro,adjetivo,"['ca', 'po', 'ei', 'ro']",-2,"['ka', 'po', 'ˈej', 'ɾʊ']",-2
caporal,nome masculino,"['ca', 'po', 'ral']",-1,"['ka', 'po', 'ɾˈaw']",-1
caporal,adjetivo,"['ca', 'po', 'ral']",-1,"['ka', 'po', 'ɾˈaw']",-1
capot,nome masculino,"['ca', 'pot']",-2,[''],0
