palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
mansarda,nome feminino,"['man', 'sar', 'da']",-2,"['mɐ̃', 'sˈaɦ', 'dɐ']",-2
mansidão,nome feminino,"['man', 'si', 'dão']",-1,"['mɐ̃', 'si', 'dˈɐ̃w']",-1
mansinho,adjetivo,"['man', 'si', 'nho']",-2,"['mɐ̃', 'sˈĩ', 'ɲʊ']",-2
manso,advérbio,"['man', 'so']",-2,"['mˈɐ̃', 'sʊ']",-2
manso,adjetivo,"['man', 'so']",-2,"['mˈɐ̃', 'sʊ']",-2
mansuetude,nome feminino,"['man', 'su', 'e', 'tu', 'de']",-2,"['mɐ̃', 'su', 'e', 'tˈu', 'dʒɪ']",-2
manta,nome feminino,"['man', 'ta']",-2,"['mˈɐ̃', 'tɐ']",-2
mantar,verbo,"['man', 'tar']",-1,"['mɐ̃', 'tˈa']",-1
manteiga,nome feminino,"['man', 'tei', 'ga']",-2,"['mɐ̃', 'tˈej', 'gɐ']",-2
manteiro,nome masculino,"['man', 'tei', 'ro']",-2,"['mɐ̃', 'tˈej', 'ɾʊ']",-2
mantel,nome masculino,"['man', 'tel']",-1,"['mɐ̃', 'tˈɛw']",-1
mantém,nome masculino,"['man', 'tém']",-1,"['mɐ̃', 'tˈẽj']",-1
mantença,nome feminino,"['man', 'ten', 'ça']",-2,"['mɐ̃', 'tˈẽ', 'sɐ']",-2
mantenha,nome feminino,"['man', 'te', 'nha']",-2,"['mɐ̃', 'tˈẽ', 'ɲɐ']",-2
manter,verbo,"['man', 'ter']",-1,"['mɐ̃', 'tˈe']",-1
manteúda,nome feminino,"['man', 'te', 'ú', 'da']",-2,"['mɐ̃', 'te', 'ˈu', 'dɐ']",-2
manteúdo,nome masculino,"['man', 'te', 'ú', 'do']",-2,"['mɐ̃', 'te', 'ˈu', 'dʊ']",-2
manteúdo,adjetivo,"['man', 'te', 'ú', 'do']",-2,"['mɐ̃', 'te', 'ˈu', 'dʊ']",-2
mantido,adjetivo,"['man', 'ti', 'do']",-2,"['mɐ̃', 'tʃˈi', 'dʊ']",-2
mantilha,nome feminino,"['man', 'ti', 'lha']",-2,"['mɐ̃', 'tʃˈi', 'ʎɐ']",-2
mantimento,nome masculino,"['man', 'ti', 'men', 'to']",-2,"['mɐ̃', 'tʃĩ', 'mˈẽ', 'tʊ']",-2
mantó,nome masculino,"['man', 'tó']",-1,"['mɐ̃', 'tˈɔ']",-1
manto,nome masculino,"['man', 'to']",-2,"['mˈɐ̃', 'tʊ']",-2
mantô,nome masculino,"['man', 'tô']",-1,"['mɐ̃', 'tˈo']",-1
mantra,nome masculino,"['man', 'tra']",-2,"['mˈɐ̃', 'tɾɐ']",-2
manual,nome masculino,"['ma', 'nu', 'al']",-1,"['mã', 'nu', 'ˈaw']",-1
manual,adjetivo,"['ma', 'nu', 'al']",-1,"['mã', 'nu', 'ˈaw']",-1
manualmente,advérbio,"['ma', 'nu', 'al', 'men', 'te']",-2,"['mã', 'nu', 'aw', 'mˈẽ', 'tʃɪ']",-2
manuelino,adjetivo,"['ma', 'nu', 'e', 'li', 'no']",-2,"['mã', 'nu', 'e', 'lˈĩ', 'nʊ']",-2
manuelino,nome masculino,"['ma', 'nu', 'e', 'li', 'no']",-2,"['mã', 'nu', 'e', 'lˈĩ', 'nʊ']",-2
manufacto,nome masculino,"['ma', 'nu', 'fac', 'to']",-2,"['mã', 'nu', 'fˈa', 'kə', 'tʊ']",-3
manufactura,nome feminino,"['ma', 'nu', 'fac', 'tu', 'ra']",-2,"['mã', 'nu', 'fa', 'kə', 'tˈu', 'ɾɐ']",-2
manufacturação,nome feminino,"['ma', 'nu', 'fac', 'tu', 'ra', 'ção']",-1,"['mã', 'nu', 'fa', 'kə', 'tu', 'ɾa', 'sˈɐ̃w']",-1
manufacturado,adjetivo,"['ma', 'nu', 'fac', 'tu', 'ra', 'do']",-2,"['mã', 'nu', 'fa', 'kə', 'tu', 'ɾˈa', 'dʊ']",-2
manufacturar,verbo,"['ma', 'nu', 'fac', 'tu', 'rar']",-1,"['mã', 'nu', 'fa', 'kə', 'tu', 'ɾˈa']",-1
manufactureiro,adjetivo,"['ma', 'nu', 'fac', 'tu', 'rei', 'ro']",-2,"['mã', 'nu', 'fa', 'kə', 'tu', 'ɾˈej', 'ɾʊ']",-2
manuscrever,verbo,"['ma', 'nus', 'cre', 'ver']",-1,"['mã', 'nuʃ', 'kɾe', 'vˈe']",-1
manuscrito,nome masculino,"['ma', 'nus', 'cri', 'to']",-2,"['mã', 'nuʃ', 'kɾˈi', 'tʊ']",-2
manuscrito,adjetivo,"['ma', 'nus', 'cri', 'to']",-2,"['mã', 'nuʃ', 'kɾˈi', 'tʊ']",-2
manuseado,adjetivo,"['ma', 'nu', 'se', 'a', 'do']",-2,"['mã', 'nu', 'zi', 'ˈa', 'dʊ']",-2
manuseamento,nome masculino,"['ma', 'nu', 'se', 'a', 'men', 'to']",-2,"['mã', 'nu', 'ze', 'ã', 'mˈẽ', 'tʊ']",-2
manusear,verbo,"['ma', 'nu', 'se', 'ar']",-1,"['mã', 'nu', 'zi', 'ˈa']",-1
manuseável,adjetivo,"['ma', 'nu', 'se', 'á', 'vel']",-2,"['mã', 'nu', 'zi', 'ˈa', 'vew']",-2
manuseio,nome masculino,"['ma', 'nu', 'sei', 'o']",-2,"['mã', 'nu', 'zˈej', 'ʊ']",-2
manutenção,nome feminino,"['ma', 'nu', 'ten', 'ção']",-1,"['mã', 'nu', 'tẽ', 'sˈɐ̃w']",-1
mão,nome feminino,['mão'],-1,['mˈɐ̃w'],-1
mão de obra,nome feminino,"['mão de o', 'bra']",-2,"['mˌɐ̃w', 'dʒi', 'ˈɔ', 'bɾɐ']",-2
mão-cheia,nome feminino,"['mão', 'chei', 'a']",-2,"['mˌɐ̃w', 'ʃˈej', 'ɐ']",-2
maoismo,nome masculino,"['mao', 'is', 'mo']",-2,"['ma', 'o', 'ˈiʒ', 'mʊ']",-2
maoista,nome masculino,"['ma', 'ois', 'ta']",-2,"['ma', 'o', 'ˈiʃ', 'tɐ']",-2
maoista,nome feminino,"['ma', 'ois', 'ta']",-2,"['ma', 'o', 'ˈiʃ', 'tɐ']",-2
maometana,nome feminino,"['mao', 'me', 'ta', 'na']",-2,"['ma', 'õ', 'me', 'tˈɐ̃', 'nɐ']",-2
