palavra,categoria,divisao_silabica,tonica_silabica_num,divisao_fonetica,tonica_fonetica_num
quebra-mar,nome masculino,"['que', 'bra', 'mar']",-1,"['kˌɛ', 'bɾɐ', 'mˈa']",-1
quebra-nozes,nome masculino,"['que', 'bra', 'no', 'zes']",-2,"['kˌɛ', 'bɾɐ', 'nˈɔ', 'zɪʃ']",-2
quebrada,nome feminino,"['que', 'bra', 'da']",-2,"['ke', 'bɾˈa', 'dɐ']",-2
quebradamente,advérbio,"['que', 'bra', 'da', 'men', 'te']",-2,"['ke', 'bɾa', 'dã', 'mˈẽ', 'tʃɪ']",-2
quebradiço,adjetivo,"['que', 'bra', 'di', 'ço']",-2,"['ke', 'bɾa', 'dʒˈi', 'sʊ']",-2
quebrado,nome masculino,"['que', 'bra', 'do']",-2,"['ke', 'bɾˈa', 'dʊ']",-2
quebrado,adjetivo,"['que', 'bra', 'do']",-2,"['ke', 'bɾˈa', 'dʊ']",-2
quebramento,nome masculino,"['que', 'bra', 'men', 'to']",-2,"['ke', 'bɾã', 'mˈẽ', 'tʊ']",-2
quebrantado,adjetivo,"['que', 'bran', 'ta', 'do']",-2,"['ke', 'bɾɐ̃', 'tˈa', 'dʊ']",-2
quebrantar,verbo,"['que', 'bran', 'tar']",-1,"['ke', 'bɾɐ̃', 'tˈa']",-1
quebranto,nome masculino,"['que', 'bran', 'to']",-2,"['ke', 'bɾˈɐ̃', 'tʊ']",-2
quebrar,verbo,"['que', 'brar']",-1,"['ke', 'bɾˈa']",-1
quebrável,adjetivo,"['que', 'brá', 'vel']",-2,"['ke', 'bɾˈa', 'vew']",-2
quebro,nome masculino,"['que', 'bro']",-2,"['kˈɛ', 'bɾʊ']",-2
queca,nome feminino,"['que', 'ca']",-2,"['kˈɛ', 'kɐ']",-2
queda,nome feminino,"['que', 'da']",-2,"['kˈɛ', 'dɐ']",-2
quedar,verbo,"['que', 'dar']",-1,"['ke', 'dˈa']",-1
quede,advérbio,"['que', 'de']",-2,"['kˈɛ', 'dʒɪ']",-2
quedo,adjetivo,"['que', 'do']",-2,"['kˈe', 'dʊ']",-2
queijada,nome feminino,"['quei', 'ja', 'da']",-2,"['kej', 'ʒˈa', 'dɐ']",-2
queijar,verbo,"['quei', 'jar']",-1,"['kej', 'ʒˈa']",-1
queijaria,nome feminino,"['quei', 'ja', 'ri', 'a']",-2,"['kej', 'ʒa', 'ɾˈi', 'ɐ']",-2
queijeira,nome feminino,"['quei', 'jei', 'ra']",-2,"['kej', 'ʒˈej', 'ɾɐ']",-2
queijeiro,nome masculino,"['quei', 'jei', 'ro']",-2,"['kej', 'ʒˈej', 'ɾʊ']",-2
queijeiro,adjetivo,"['quei', 'jei', 'ro']",-2,"['kej', 'ʒˈej', 'ɾʊ']",-2
queijinho,nome masculino,"['quei', 'ji', 'nho']",-2,"['kej', 'ʒˈĩ', 'ɲʊ']",-2
queijo,nome masculino,"['quei', 'jo']",-2,"['kˈej', 'ʒʊ']",-2
queima,nome feminino,"['quei', 'ma']",-2,"['kˈẽj', 'mɐ']",-2
queima,nome masculino,"['quei', 'ma']",-2,"['kˈẽj', 'mɐ']",-2
queima-roupa,nome feminino,"['quei', 'ma', 'rou', 'pa']",-2,"['kˌẽj', 'mɐ', 'ɦˈo', 'pɐ']",-2
queimada,nome feminino,"['quei', 'ma', 'da']",-2,"['kẽj', 'mˈa', 'dɐ']",-2
queimadela,nome feminino,"['quei', 'ma', 'de', 'la']",-2,"['kẽj', 'ma', 'dˈɛ', 'lɐ']",-2
queimado,adjetivo,"['quei', 'ma', 'do']",-2,"['kẽj', 'mˈa', 'dʊ']",-2
queimado,nome masculino,"['quei', 'ma', 'do']",-2,"['kẽj', 'mˈa', 'dʊ']",-2
