palavra,divisao,categoria,fonetica,tonic
debruado,"['de', 'bru', 'a', 'do']",adjetivo,"['de', 'bɾu', 'ˈa', 'dʊ']",2
debruar,"['de', 'bru', 'ar']",verbo,"['de', 'bɾu', 'ˈa']",1
debruçado,"['de', 'bru', 'ça', 'do']",adjetivo,"['de', 'bɾu', 'sˈa', 'dʊ']",2
debruçar,"['de', 'bru', 'çar']",verbo,"['de', 'bɾu', 'sˈa']",1
debrum,"['de', 'brum']",nome masculino,"['de', 'bɾˈũ']",1
debulha,"['de', 'bu', 'lha']",nome feminino,"['de', 'bˈu', 'ʎɐ']",2
debulhador,"['de', 'bu', 'lha', 'dor']",adjetivo,"['de', 'bu', 'ʎa', 'dˈo']",1
debulhadora,"['de', 'bu', 'lha', 'do', 'ra']",nome feminino,"['de', 'bu', 'ʎa', 'dˈo', 'ɾɐ']",2
debulhar,"['de', 'bu', 'lhar']",verbo,"['de', 'bu', 'ʎˈa']",1
debutante,"['de', 'bu', 'tan', 'te']",nome feminino,"['de', 'bu', 'tˈɐ̃', 'tʃɪ']",2
debutante,"['de', 'bu', 'tan', 'te']",adjetivo,"['de', 'bu', 'tˈɐ̃', 'tʃɪ']",2
debutante,"['de', 'bu', 'tan', 'te']",nome masculino,"['de', 'bu', 'tˈɐ̃', 'tʃɪ']",2
debutar,"['de', 'bu', 'tar']",verbo,"['de', 'bu', 'tˈa']",1
debute,"['de', 'bu', 'te']",nome masculino,"['de', 'bˈu', 'tʃɪ']",2
debuxar,"['de', 'bu', 'xar']",verbo,"['de', 'bu', 'ʃˈa']",1
década,"['dé', 'ca', 'da']",nome feminino,"['dˈɛ', 'ka', 'dɐ']",3
decadência,"['de', 'ca', 'dên', 'ci', 'a']",nome feminino,"['de', 'ka', 'dˈẽ', 'sjɐ']",3
decadente,"['de', 'ca', 'den', 'te']",adjetivo,"['de', 'ka', 'dˈẽ', 'tʃɪ']",2
decadente,"['de', 'ca', 'den', 'te']",nome masculino,"['de', 'ka', 'dˈẽ', 'tʃɪ']",2
decadente,"['de', 'ca', 'den', 'te']",nome feminino,"['de', 'ka', 'dˈẽ', 'tʃɪ']",2
decadentismo,"['de', 'ca', 'den', 'tis', 'mo']",nome masculino,"['de', 'ka', 'dẽ', 'tʃˈiʒ', 'mʊ']",2
decadentista,"['de', 'ca', 'den', 'tis', 'ta']",nome masculino,"['de', 'ka', 'dẽ', 'tʃˈiʃ', 'tɐ']",2
decadentista,"['de', 'ca', 'den', 'tis', 'ta']",adjetivo,"['de', 'ka', 'dẽ', 'tʃˈiʃ', 'tɐ']",2
decadentista,"['de', 'ca', 'den', 'tis', 'ta']",nome feminino,"['de', 'ka', 'dẽ', 'tʃˈiʃ', 'tɐ']",2
decaída,"['de', 'ca', 'í', 'da']",nome feminino,"['de', 'ka', 'ˈi', 'dɐ']",2
decaído,"['de', 'ca', 'í', 'do']",adjetivo,"['de', 'ka', 'ˈi', 'dʊ']",2
decaimento,"['de', 'cai', 'men', 'to']",nome masculino,"['de', 'kãj', 'mˈẽ', 'tʊ']",2
decair,"['de', 'ca', 'ir']",verbo,"['de', 'ka', 'ˈi']",1
decalcar,"['de', 'cal', 'car']",verbo,"['de', 'kaw', 'kˈa']",1
decalcomania,"['de', 'cal', 'co', 'ma', 'ni', 'a']",nome feminino,"['de', 'kaw', 'kõ', 'mã', 'nˈi', 'ɐ']",2
decalitro,"['de', 'ca', 'li', 'tro']",nome masculino,"['de', 'ka', 'lˈi', 'tɾʊ']",2
decálogo,"['de', 'cá', 'lo', 'go']",nome masculino,"['de', 'kˈa', 'lo', 'gʊ']",3
decalque,"['de', 'cal', 'que']",nome masculino,"['de', 'kˈaw', 'kɪ']",2
decâmetro,"['de', 'câ', 'me', 'tro']",nome masculino,"['de', 'kˈɐ̃', 'me', 'tɾʊ']",3
decani,"['de', 'ca', 'ni']",adjetivo,"['de', 'kã', 'nˈi']",1
decani,"['de', 'ca', 'ni']",nome masculino,"['de', 'kã', 'nˈi ou de', 'kã', 'nˈi']",1
decano,"['de', 'ca', 'no']",nome masculino,"['de', 'kˈɐ̃', 'nʊ']",2
decantação,"['de', 'can', 'ta', 'ção']",nome feminino,"['de', 'kɐ̃', 'ta', 'sˈɐ̃w']",1
decantado,"['de', 'can', 'ta', 'do']",adjetivo,"['de', 'kɐ̃', 'tˈa', 'dʊ']",2
decantador,"['de', 'can', 'ta', 'dor']",adjetivo,"['de', 'kɐ̃', 'ta', 'dˈo']",1
decantador,"['de', 'can', 'ta', 'dor']",nome masculino,"['de', 'kɐ̃', 'ta', 'dˈo']",1
decantar,"['de', 'can', 'tar']",verbo,"['de', 'kɐ̃', 'tˈa']",1
decapagem,"['de', 'ca', 'pa', 'gem']",nome feminino,"['de', 'ka', 'pˈa', 'ʒẽj']",2
decapitação,"['de', 'ca', 'pi', 'ta', 'ção']",nome feminino,"['de', 'ka', 'pi', 'ta', 'sˈɐ̃w']",1
decapitar,"['de', 'ca', 'pi', 'tar']",verbo,"['de', 'ka', 'pi', 'tˈa']",1
decassílabo,"['de', 'cas', 'sí', 'la', 'bo']",adjetivo,"['de', 'ka', 'sˈi', 'la', 'bʊ']",3
decassílabo,"['de', 'cas', 'sí', 'la', 'bo']",nome masculino,"['de', 'ka', 'sˈi', 'la', 'bʊ']",3
decatlo,"['de', 'ca', 'tlo']",nome masculino,"['de', 'kˈa', 'tlʊ']",2
decatlonista,"['de', 'ca', 'tlo', 'nis', 'ta']",nome masculino,"['de', 'ka', 'tlõ', 'nˈiʃ', 'tɐ ou de', 'ka', 'tlõ', 'nˈiʃ', 'tɐ']",2
dececionante,"['de', 'ce', 'ci', 'o', 'nan', 'te']",adjetivo,"['de', 'se', 'sjõ', 'nˈɐ̃', 'tʃɪ']",2
dececionar,"['de', 'ce', 'ci', 'o', 'nar']",verbo,"['de', 'se', 'sjõ', 'nˈa']",1
decenal,"['de', 'ce', 'nal']",adjetivo,"['de', 'sẽ', 'nˈaw']",1
decência,"['de', 'cên', 'ci', 'a']",nome feminino,"['de', 'sˈẽ', 'sjɐ']",3
decénio,"['de', 'cé', 'ni', 'o']",nome masculino,"['de', 'sˈɛ̃', 'njʊ']",3
decente,"['de', 'cen', 'te']",adjetivo,"['de', 'sˈẽ', 'tʃɪ']",2
decentemente,"['de', 'cen', 'te', 'men', 'te']",advérbio,"['de', 'sẽ', 'tẽ', 'mˈẽ', 'tʃɪ']",2
decepado,"['de', 'ce', 'pa', 'do']",adjetivo,"['de', 'se', 'pˈa', 'dʊ']",2
decepar,"['de', 'ce', 'par']",verbo,"['de', 'se', 'pˈa']",1
decepção,"['de', 'cep', 'ção']",nome feminino,"['de', 'se', 'pə', 'sˈɐ̃w']",1
decepcionado,"['de', 'cep', 'ci', 'o', 'na', 'do']",adjetivo,"['de', 'se', 'pi', 'sjõ', 'nˈa', 'dʊ']",2
deceptivo,"['de', 'cep', 'ti', 'vo']",adjetivo,"['de', 'se', 'pi', 'tʃˈi', 'vʊ']",2
decertar,"['de', 'cer', 'tar']",verbo,"['de', 'seh', 'tˈa']",1
decerto,"['de', 'cer', 'to']",advérbio,"['de', 'sˈɛh', 'tʊ']",2
decibel,"['de', 'ci', 'bel']",nome masculino,"['dɛ', 'si', 'bˈɛw']",1
decididamente,"['de', 'ci', 'di', 'da', 'men', 'te']",advérbio,"['de', 'si', 'dʒi', 'dã', 'mˈẽ', 'tʃɪ']",2
decidido,"['de', 'ci', 'di', 'do']",adjetivo,"['de', 'si', 'dʒˈi', 'dʊ']",2
decidir,"['de', 'ci', 'dir']",verbo,"['de', 'si', 'dʒˈi']",1
decifração,"['de', 'ci', 'fra', 'ção']",nome feminino,"['de', 'si', 'fɾa', 'sˈɐ̃w']",1
decifrado,"['de', 'ci', 'fra', 'do']",adjetivo,"['de', 'si', 'fɾˈa', 'dʊ']",2
decifrador,"['de', 'ci', 'fra', 'dor']",adjetivo,"['de', 'si', 'fɾa', 'dˈo']",1
decifrador,"['de', 'ci', 'fra', 'dor']",nome masculino,"['de', 'si', 'fɾa', 'dˈo']",1
decifrar,"['de', 'ci', 'frar']",verbo,"['de', 'si', 'fɾˈa']",1
decifrável,"['de', 'ci', 'frá', 'vel']",adjetivo,"['de', 'si', 'fɾˈa', 'vew']",2
decilitrar,"['de', 'ci', 'li', 'trar']",verbo,"['de', 'si', 'li', 'tɾˈa']",1
decilitro,"['de', 'ci', 'li', 'tro']",nome masculino,"['de', 'si', 'lˈi', 'tɾʊ']",2
décima,"['dé', 'ci', 'ma']",nome feminino,"['dˈɛ', 'sĩ', 'mɐ']",3
decimal,"['de', 'ci', 'mal']",adjetivo,"['de', 'sĩ', 'mˈaw']",1
decimalmente,"['de', 'ci', 'mal', 'men', 'te']",advérbio,"['de', 'sĩ', 'maw', 'mˈẽ', 'tʃɪ']",2
decimar,"['de', 'ci', 'mar']",verbo,"['de', 'sĩ', 'mˈa']",1
decimétrico,"['de', 'ci', 'mé', 'tri', 'co']",adjetivo,"['de', 'sĩ', 'mˈɛ', 'tɾi', 'kʊ']",3
decímetro,"['de', 'cí', 'me', 'tro']",nome masculino,"['de', 'sˈĩ', 'me', 'tɾʊ']",3
décimo,"['dé', 'ci', 'mo']",número,"['dˈɛ', 'sĩ', 'mʊ']",3
décimo,"['dé', 'ci', 'mo']",número,"['dˈɛ', 'sĩ', 'mʊ']",3
décimo,"['dé', 'ci', 'mo']",nome masculino,"['dˈɛ', 'sĩ', 'mʊ']",3
decisão,"['de', 'ci', 'são']",nome feminino,"['de', 'si', 'zˈɐ̃w']",1
decisivamente,"['de', 'ci', 'si', 'va', 'men', 'te']",advérbio,"['de', 'si', 'zi', 'vã', 'mˈẽ', 'tʃɪ']",2
decisivo,"['de', 'ci', 'si', 'vo']",adjetivo,"['de', 'si', 'zˈi', 'vʊ']",2
decisor,"['de', 'ci', 'sor']",nome masculino,"['de', 'si', 'zˈo']",1
decisoriamente,"['de', 'ci', 'so', 'ri', 'a', 'men', 'te']",advérbio,"['de', 'si', 'zɔ', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",2
decisório,"['de', 'ci', 'só', 'ri', 'o']",adjetivo,"['de', 'si', 'zˈɔ', 'ɾjʊ']",3
declamação,"['de', 'cla', 'ma', 'ção']",nome feminino,"['de', 'klã', 'ma', 'sˈɐ̃w']",1
declamador,"['de', 'cla', 'ma', 'dor']",adjetivo,"['de', 'klã', 'ma', 'dˈo']",1
declamador,"['de', 'cla', 'ma', 'dor']",nome masculino,"['de', 'klã', 'ma', 'dˈo']",1
declamadora,"['de', 'cla', 'ma', 'do', 'ra']",nome feminino,"['de', 'klã', 'ma', 'dˈo', 'ɾɐ']",2
declamar,"['de', 'cla', 'mar']",verbo,"['de', 'klã', 'mˈa']",1
declamatoriamente,"['de', 'cla', 'ma', 'to', 'ri', 'a', 'men', 'te']",advérbio,"['de', 'klã', 'ma', 'tɔ', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",2
declamatório,"['de', 'cla', 'ma', 'tó', 'ri', 'o']",adjetivo,"['de', 'klã', 'ma', 'tˈɔ', 'ɾjʊ']",3
declaração,"['de', 'cla', 'ra', 'ção']",nome feminino,"['de', 'kla', 'ɾa', 'sˈɐ̃w']",1
declaradamente,"['de', 'cla', 'ra', 'da', 'men', 'te']",advérbio,"['de', 'kla', 'ɾa', 'dã', 'mˈẽ', 'tʃɪ']",2
declaradas,"['de', 'cla', 'ra', 'das']",nome feminino,"['de', 'kla', 'ɾˈa', 'dɐʃ']",2
declarado,"['de', 'cla', 'ra', 'do']",adjetivo,"['de', 'kla', 'ɾˈa', 'dʊ']",2
declarante,"['de', 'cla', 'ran', 'te']",adjetivo,"['de', 'kla', 'ɾˈɐ̃', 'tʃɪ']",2
declarante,"['de', 'cla', 'ran', 'te']",nome masculino,"['de', 'kla', 'ɾˈɐ̃', 'tʃɪ']",2
declarante,"['de', 'cla', 'ran', 'te']",nome feminino,"['de', 'kla', 'ɾˈɐ̃', 'tʃɪ']",2
declarar,"['de', 'cla', 'rar']",verbo,"['de', 'kla', 'ɾˈa']",1
declarativamente,"['de', 'cla', 'ra', 'ti', 'va', 'men', 'te']",advérbio,"['de', 'kla', 'ɾa', 'tʃi', 'vã', 'mˈẽ', 'tʃɪ']",2
declarativo,"['de', 'cla', 'ra', 'ti', 'vo']",adjetivo,"['de', 'kla', 'ɾa', 'tʃˈi', 'vʊ']",2
declaratoriamente,"['de', 'cla', 'ra', 'to', 'ri', 'a', 'men', 'te']",advérbio,"['de', 'kla', 'ɾa', 'tɔ', 'ɾi', 'ã', 'mˈẽ', 'tʃɪ']",2
