palavra,divisao,categoria,fonetica,tonic
cabotino,"['ca', 'bo', 'ti', 'no']",nome masculino,"['ka', 'bo', 'tʃˈĩ', 'nʊ']",2
cabotino,"['ca', 'bo', 'ti', 'no']",adjetivo,"['ka', 'bo', 'tʃˈĩ', 'nʊ']",2
caboucar,"['ca', 'bou', 'car']",verbo,"['ka', 'bo', 'kˈa']",1
cabouco,"['ca', 'bou', 'co']",nome masculino,"['ka', 'bˈo', 'kʊ']",2
cabouqueiro,"['ca', 'bou', 'quei', 'ro']",nome masculino,"['ka', 'bo', 'kˈej', 'ɾʊ']",2
caboz,"['ca', 'boz']",nome masculino,"['ka', 'bˈɔʃ']",1
cabra,"['ca', 'bra']",nome masculino,"['kˈa', 'bɾɐ']",2
cabra,"['ca', 'bra']",nome feminino,"['kˈa', 'bɾɐ']",2
cabra,"['ca', 'bra']",adjetivo,"['kˈa', 'bɾɐ']",2
cabra-cega,"['ca', 'bra', 'ce', 'ga']",nome feminino,"['kˌa', 'bɾɐ', 'sˈɛ', 'gɐ']",2
cabralino,"['ca', 'bra', 'li', 'no']",adjetivo,"['ka', 'bɾa', 'lˈĩ', 'nʊ']",2
cabralismo,"['ca', 'bra', 'lis', 'mo']",nome masculino,"['ka', 'bɾa', 'lˈiʒ', 'mʊ']",2
cabralista,"['ca', 'bra', 'lis', 'ta']",adjetivo,"['ka', 'bɾa', 'lˈiʃ', 'tɐ']",2
cabralista,"['ca', 'bra', 'lis', 'ta']",nome masculino,"['ka', 'bɾa', 'lˈiʃ', 'tɐ ou ka', 'bɾa', 'lˈiʃ', 'tɐ']",2
cabrão,"['ca', 'brão']",nome masculino,"['ka', 'bɾˈɐ̃w']",1
cabreado,"['ca', 'bre', 'a', 'do']",adjetivo,"['ka', 'bɾi', 'ˈa', 'dʊ']",2
cabrear,"['ca', 'bre', 'ar']",verbo,"['ka', 'bɾi', 'ˈa']",1
cabreira,"['ca', 'brei', 'ra']",nome feminino,"['ka', 'bɾˈej', 'ɾɐ']",2
cabreiro,"['ca', 'brei', 'ro']",adjetivo,"['ka', 'bɾˈej', 'ɾʊ']",2
cabreiro,"['ca', 'brei', 'ro']",nome masculino,"['ka', 'bɾˈej', 'ɾʊ']",2
cabrestante,"['ca', 'bres', 'tan', 'te']",nome masculino,"['ka', 'bɾeʃ', 'tˈɐ̃', 'tʃɪ']",2
cabresto,"['ca', 'bres', 'to']",nome masculino,"['ka', 'bɾˈeʃ', 'tʊ']",2
cabril,"['ca', 'bril']",adjetivo,"['ka', 'bɾˈiw']",1
cabril,"['ca', 'bril']",nome masculino,"['ka', 'bɾˈiw']",1
cabrinha,"['ca', 'bri', 'nha']",nome feminino,"['ka', 'bɾˈĩ', 'ɲɐ']",2
cabriola,"['ca', 'bri', 'o', 'la']",nome feminino,"['ka', 'bɾjˈɔ', 'lɐ']",2
cabriolar,"['ca', 'bri', 'o', 'lar']",verbo,"['ka', 'bɾjo', 'lˈa']",1
cabriolé,"['ca', 'bri', 'o', 'lé']",nome masculino,"['ka', 'bɾjo', 'lˈɛ']",1
cabrita,"['ca', 'bri', 'ta']",nome feminino,"['ka', 'bɾˈi', 'tɐ']",2
cabritada,"['ca', 'bri', 'ta', 'da']",nome feminino,"['ka', 'bɾi', 'tˈa', 'dɐ']",2
cabritar,"['ca', 'bri', 'tar']",verbo,"['ka', 'bɾi', 'tˈa']",1
cabrito,"['ca', 'bri', 'to']",adjetivo,"['ka', 'bɾˈi', 'tʊ']",2
cabrito,"['ca', 'bri', 'to']",nome masculino,"['ka', 'bɾˈi', 'tʊ']",2
cabrocha,"['ca', 'bro', 'cha']",nome masculino,"['ka', 'bɾˈɔ', 'ʃɐ']",2
cabrum,"['ca', 'brum']",adjetivo,"['ka', 'bɾˈũ']",1
cabuchão,"['ca', 'bu', 'chão']",nome masculino,"['ka', 'bu', 'ʃˈɐ̃w']",1
cábula,"['cá', 'bu', 'la']",nome feminino,"['kˈa', 'bu', 'lɐ ou kˈa', 'bu', 'lɐ']",3
cábula,"['cá', 'bu', 'la']",adjetivo,"['kˈa', 'bu', 'lɐ']",3
cabular,"['ca', 'bu', 'lar']",verbo,"['ka', 'bu', 'lˈa']",1
cabulice,"['ca', 'bu', 'li', 'ce']",nome feminino,"['ka', 'bu', 'lˈi', 'sɪ']",2
caça,"['ca', 'ça']",nome masculino,"['kˈa', 'sɐ']",2
caca,"['ca', 'ca']",nome feminino,"['kˈa', 'kɐ']",2
caça,"['ca', 'ça']",nome feminino,"['kˈa', 'sɐ']",2
caça-minas,"['ca', 'ça', 'mi', 'nas']",nome masculino,"['kˌa', 'sɐ', 'mˈĩ', 'nɐʃ']",2
caçada,"['ca', 'ça', 'da']",nome feminino,"['ka', 'sˈa', 'dɐ']",2
caçadeira,"['ca', 'ça', 'dei', 'ra']",nome feminino,"['ka', 'sa', 'dˈej', 'ɾɐ']",2
caçadeiro,"['ca', 'ça', 'dei', 'ro']",adjetivo,"['ka', 'sa', 'dˈej', 'ɾʊ']",2
caçado,"['ca', 'ça', 'do']",adjetivo,"['ka', 'sˈa', 'dʊ']",2
caçador,"['ca', 'ça', 'dor']",adjetivo,"['ka', 'sa', 'dˈo']",1
caçador,"['ca', 'ça', 'dor']",nome masculino,"['ka', 'sa', 'dˈo']",1
caçadora,"['ca', 'ça', 'do', 'ra']",nome feminino,"['ka', 'sa', 'dˈo', 'ɾɐ']",2
cação,"['ca', 'ção']",nome masculino,"['ka', 'sˈɐ̃w']",1
caçar,"['ca', 'çar']",verbo,"['ka', 'sˈa']",1
cacareco,"['ca', 'ca', 're', 'co']",nome masculino,"['ka', 'ka', 'ɾˈɛ', 'kʊ']",2
cacarejar,"['ca', 'ca', 're', 'jar']",verbo,"['ka', 'ka', 'ɾe', 'ʒˈa']",1
cacarejo,"['ca', 'ca', 're', 'jo']",nome masculino,"['ka', 'ka', 'ɾˈe', 'ʒʊ']",2
caçarola,"['ca', 'ça', 'ro', 'la']",nome feminino,"['ka', 'sa', 'ɾˈɔ', 'lɐ']",2
cacau,"['ca', 'cau']",nome masculino,"['ka', 'kˈaw']",1
cacaueiro,"['ca', 'cau', 'ei', 'ro']",nome masculino,"['ka', 'kaw', 'ˈej', 'ɾʊ']",2
cacaueiro,"['ca', 'cau', 'ei', 'ro']",adjetivo,"['ka', 'kaw', 'ˈej', 'ɾʊ']",2
caçava,"['ca', 'ça', 'va']",nome feminino,"['ka', 'sˈa', 'vɐ']",2
cacetada,"['ca', 'ce', 'ta', 'da']",nome feminino,"['ka', 'se', 'tˈa', 'dɐ']",2
cacete,"['ca', 'ce', 'te']",adjetivo,"['ka', 'sˈe', 'tʃɪ']",2
cacete,"['ca', 'ce', 'te']",nome masculino,"['ka', 'sˈe', 'tʃɪ']",2
caceteiro,"['ca', 'ce', 'tei', 'ro']",nome masculino,"['ka', 'se', 'tˈej', 'ɾʊ']",2
cacha,"['ca', 'cha']",nome feminino,"['kˈa', 'ʃɐ']",2
cachaça,"['ca', 'cha', 'ça']",nome feminino,"['ka', 'ʃˈa', 'sɐ ou ka', 'ʃˈa', 'sɐ']",2
cachaço,"['ca', 'cha', 'ço']",nome masculino,"['ka', 'ʃˈa', 'sʊ']",2
cachada,"['ca', 'cha', 'da']",nome feminino,"['ka', 'ʃˈa', 'dɐ']",2
cachalote,"['ca', 'cha', 'lo', 'te']",nome masculino,"['ka', 'ʃa', 'lˈɔ', 'tʃɪ']",2
cachão,"['ca', 'chão']",nome masculino,"['ka', 'ʃˈɐ̃w']",1
cachaporra,"['ca', 'cha', 'por', 'ra']",nome feminino,"['ka', 'ʃa', 'pˈo', 'ɦɐ']",2
cachaporrada,"['ca', 'cha', 'por', 'ra', 'da']",nome feminino,"['ka', 'ʃa', 'po', 'ɦˈa', 'dɐ']",2
cachapuz,"['ca', 'cha', 'puz']",interjeição,"['ka', 'ʃa', 'pˈuʃ']",1
cachar,"['ca', 'char']",verbo,"['ka', 'ʃˈa']",1
cacharamba,"['ca', 'cha', 'ram', 'ba']",nome feminino,"['ka', 'ʃa', 'ɾˈɐ̃', 'bɐ']",2
cacharolete,"['ca', 'cha', 'ro', 'le', 'te']",nome masculino,"['ka', 'ʃa', 'ɾo', 'lˈe', 'tʃɪ']",2
cache,"['ca', 'che']",nome feminino,"['kˈa', 'ʃɪ']",2
cache,"['ca', 'che']",nome masculino,"['kˈa', 'ʃɪ']",2
cachecol,"['ca', 'che', 'col']",nome masculino,"['ka', 'ʃe', 'kˈɔw']",1
cacheiro,"['ca', 'chei', 'ro']",nome masculino,"['ka', 'ʃˈej', 'ɾʊ']",2
cacheiro,"['ca', 'chei', 'ro']",adjetivo,"['ka', 'ʃˈej', 'ɾʊ']",2
cachet,"['ca', 'chet']",nome masculino,"['ka', 'ʃˈet']",1
cachia,"['ca', 'chi', 'a']",nome feminino,"['ka', 'ʃˈi', 'ɐ']",2
cachimbada,"['ca', 'chim', 'ba', 'da']",nome feminino,"['ka', 'ʃĩ', 'bˈa', 'dɐ']",2
cachimbar,"['ca', 'chim', 'bar']",verbo,"['ka', 'sĩ', 'bˈa']",1
cachimbo,"['ca', 'chim', 'bo']",nome masculino,"['ka', 'ʃˈĩ', 'bʊ']",2
cachir,"['ca', 'chir']",verbo,"['ka', 'ʃˈi']",1
cacho,"['ca', 'cho']",nome masculino,"['kˈa', 'ʃʊ']",2
cachoeira,"['ca', 'cho', 'ei', 'ra']",nome feminino,"['ka', 'ʃo', 'ˈej', 'ɾɐ']",2
cachoeirar,"['ca', 'cho', 'ei', 'rar']",verbo,"['ka', 'ʃo', 'ej', 'ɾˈa']",1
cachola,"['ca', 'cho', 'la']",nome feminino,"['ka', 'ʃˈɔ', 'lɐ']",2
cacholeira,"['ca', 'cho', 'lei', 'ra']",nome feminino,"['ka', 'ʃo', 'lˈej', 'ɾɐ']",2
cachopa,"['ca', 'cho', 'pa']",nome feminino,"['ka', 'ʃˈo', 'pɐ']",2
cachopo,"['ca', 'cho', 'po']",nome masculino,"['ka', 'ʃˈo', 'pʊ']",2
cachorro,"['ca', 'chor', 'ro']",nome masculino,"['ka', 'ʃˈo', 'ɦʊ']",2
cachucha,"['ca', 'chu', 'cha']",nome feminino,"['ka', 'ʃˈu', 'ʃɐ']",2
cachucho,"['ca', 'chu', 'cho']",nome masculino,"['ka', 'ʃˈu', 'ʃʊ']",2
cachudo,"['ca', 'chu', 'do']",adjetivo,"['ka', 'ʃˈu', 'dʊ']",2
cachupa,"['ca', 'chu', 'pa']",nome feminino,"['ka', 'ʃˈu', 'pɐ']",2
cacicar,"['ca', 'ci', 'car']",verbo,"['ka', 'si', 'kˈa']",1
cacifo,"['ca', 'ci', 'fo']",nome masculino,"['ka', 'sˈi', 'fʊ']",2
cacilda,"['ca', 'cil', 'da']",interjeição,"['ka', 'sˈiw', 'dɐ']",2
cacilheiro,"['ca', 'ci', 'lhei', 'ro']",adjetivo,"['ka', 'si', 'ʎˈej', 'ɾʊ']",2
cacilheiro,"['ca', 'ci', 'lhei', 'ro']",nome masculino,"['ka', 'si', 'ʎˈej', 'ɾʊ']",2
cacimba,"['ca', 'cim', 'ba']",nome feminino,"['ka', 'sˈĩ', 'bɐ']",2
cacimba,"['ca', 'cim', 'ba']",adjetivo,"['ka', 'sˈĩ', 'bɐ']",2
cacimba,"['ca', 'cim', 'ba']",nome masculino,"['ka', 'sˈĩ', 'bɐ']",2
cacimbado,"['ca', 'cim', 'ba', 'do']",adjetivo,"['ka', 'sĩ', 'bˈa', 'dʊ']",2
cacimbar,"['ca', 'cim', 'bar']",verbo,"['ka', 'sĩ', 'bˈa']",1
cacimbo,"['ca', 'cim', 'bo']",nome masculino,"['ka', 'sˈĩ', 'bʊ']",2
cacique,"['ca', 'ci', 'que']",nome masculino,"['ka', 'sˈi', 'kɪ']",2
caciquismo,"['ca', 'ci', 'quis', 'mo']",nome masculino,"['ka', 'si', 'kˈiʒ', 'mʊ']",2
caco,"['ca', 'co']",nome masculino,"['kˈa', 'kʊ']",2
caço,"['ca', 'ço']",nome masculino,"['kˈa', 'sʊ']",2
cacofonia,"['ca', 'co', 'fo', 'ni', 'a']",nome feminino,"['ka', 'ko', 'fõ', 'nˈi', 'ɐ']",2
cacofônico,"['ca', 'co', 'fô', 'ni', 'co']",adjetivo,"['ka', 'ko', 'fˈõ', 'ni', 'kʊ']",3
cacofónico,"['ca', 'co', 'fó', 'ni', 'co']",adjetivo,"['ka', 'kɔ', 'fˈɔ̃', 'ni', 'kʊ']",3
caçoila,"['ca', 'çoi', 'la']",nome feminino,"['ka', 'sˈoj', 'lɐ']",2
caçoilo,"['ca', 'çoi', 'lo']",nome masculino,"['ka', 'sˈoj', 'lʊ']",2
cacre,"['ca', 'cre']",nome masculino,"['kˈa', 'kɾɪ']",2
caçula,"['ca', 'çu', 'la']",nome feminino,"['ka', 'sˈu', 'lɐ ou ka', 'sˈu', 'lɐ']",2
caçula,"['ca', 'çu', 'la']",adjetivo,"['ka', 'sˈu', 'lɐ']",2
cacusso,"['ca', 'cus', 'so']",nome masculino,"['ka', 'kˈu', 'sʊ']",2
cada,"['ca', 'da']",artigo,"['kˈa', 'dɐ']",2
cadafalso,"['ca', 'da', 'fal', 'so']",nome masculino,"['ka', 'da', 'fˈaw', 'sʊ']",2
cadaste,"['ca', 'das', 'te']",nome masculino,"['ka', 'dˈaʃ', 'tʃɪ']",2
cadastrada,"['ca', 'das', 'tra', 'da']",nome feminino,"['ka', 'daʃ', 'tɾˈa', 'dɐ']",2
cadastrado,"['ca', 'das', 'tra', 'do']",adjetivo,"['ka', 'daʃ', 'tɾˈa', 'dʊ']",2
cadastrado,"['ca', 'das', 'tra', 'do']",nome masculino,"['ka', 'daʃ', 'tɾˈa', 'dʊ']",2
cadastral,"['ca', 'das', 'tral']",adjetivo,"['ka', 'daʃ', 'tɾˈaw']",1
cadastrar,"['ca', 'das', 'trar']",verbo,"['ka', 'daʃ', 'tɾˈa']",1
cadastro,"['ca', 'das', 'tro']",nome masculino,"['ka', 'dˈaʃ', 'tɾʊ']",2
cadaval,"['ca', 'da', 'val']",nome masculino,"['ka', 'da', 'vˈaw']",1
cadáver,"['ca', 'dá', 'ver']",nome masculino,"['ka', 'dˈa', 've']",2
cadavericamente,"['ca', 'da', 've', 'ri', 'ca', 'men', 'te']",advérbio,"['ka', 'da', 'vɛ', 'ɾi', 'kã', 'mˈẽ', 'tʃɪ']",2
cadavérico,"['ca', 'da', 'vé', 'ri', 'co']",adjetivo,"['ka', 'da', 'vˈɛ', 'ɾi', 'kʊ']",3
cadaveroso,"['ca', 'da', 've', 'ro', 'so']",adjetivo,"['ka', 'da', 've', 'ɾˈo', 'zʊ']",2
caddie,"['cad', 'die']",nome masculino,[''],2
caddy,"['cad', 'dy']",nome masculino,[''],2
cade,"['ca', 'de']",nome masculino,"['ka', 'dʒˈi']",2
cadê,"['ca', 'dê']",advérbio,"['ka', 'dˈe']",1
cadeado,"['ca', 'de', 'a', 'do']",nome masculino,"['ka', 'dʒi', 'ˈa', 'dʊ']",2
cadeia,"['ca', 'dei', 'a']",nome feminino,"['ka', 'dˈej', 'ɐ']",2
cadeira,"['ca', 'dei', 'ra']",nome feminino,"['ka', 'dˈej', 'ɾɐ']",2
cadeiral,"['ca', 'dei', 'ral']",nome masculino,"['ka', 'dej', 'ɾˈaw']",1
cadeirão,"['ca', 'dei', 'rão']",nome masculino,"['ka', 'dej', 'ɾˈɐ̃w']",1
cadeirinha,"['ca', 'dei', 'ri', 'nha']",nome feminino,"['ka', 'dej', 'ɾˈĩ', 'ɲɐ']",2
