palavra,divisao,categoria,fonetica,tonic
trípode,"['trí', 'po', 'de']",nome feminino,"['tɾˈi', 'po', 'dʒɪ']",3
tripolar,"['tri', 'po', 'lar']",adjetivo,"['tɾi', 'po', 'lˈaɾ']",3
trípoli,"['trí', 'po', 'li']",nome masculino,"['tɾˈi', 'po', 'lɪ']",3
tríptico,"['tríp', 'ti', 'co']",nome masculino,"['tɾˈi', 'pi', 'tʃi', 'kʊ']",3
triptofano,"['trip', 'to', 'fa', 'no']",nome masculino,"['tɾi', 'pə', 'tɔ', 'fˈɐ̃', 'nʊ']",2
tripudiar,"['tri', 'pu', 'di', 'ar']",verbo,"['tɾi', 'pu', 'dʒi', 'ˈa']",1
tripúdio,"['tri', 'pú', 'di', 'o']",nome masculino,"['tɾi', 'pˈu', 'dʒjʊ']",3
tripulação,"['tri', 'pu', 'la', 'ção']",nome feminino,"['tɾi', 'pu', 'la', 'sˈɐ̃w']",1
tripulante,"['tri', 'pu', 'lan', 'te']",adjetivo,"['tɾi', 'pu', 'lˈɐ̃', 'tʃɪ']",2
tripulante,"['tri', 'pu', 'lan', 'te']",nome masculino,"['tɾi', 'pu', 'lˈɐ̃', 'tʃɪ']",2
tripulante,"['tri', 'pu', 'lan', 'te']",nome feminino,"['tɾi', 'pu', 'lˈɐ̃', 'tʃɪ']",2
tripular,"['tri', 'pu', 'lar']",verbo,"['tɾi', 'pu', 'lˈa']",1
triquina,"['tri', 'qui', 'na']",nome feminino,"['tɾi', 'kˈĩ', 'nɐ']",2
triquinado,"['tri', 'qui', 'na', 'do']",adjetivo,"['tɾi', 'kĩ', 'nˈa', 'dʊ']",2
triquite,"['tri', 'qui', 'te']",nome feminino,"['tɾi', 'kˈi', 'tʃɪ']",2
triquito,"['tri', 'qui', 'to']",nome masculino,"['tɾi', 'kˈi', 'tʊ']",2
trirradiado,"['trir', 'ra', 'di', 'a', 'do']",adjetivo,"['tɾi', 'ɦa', 'dʒi', 'ˈa', 'dʊ']",2
trirreme,"['trir', 're', 'me']",nome feminino,"['tɾi', 'ɦˈẽ', 'mɪ']",2
tris,['tris'],interjeição,['tɾˈiʃ'],1
tris,['tris'],nome masculino,['tɾˈiʃ'],1
trisavó,"['tri', 'sa', 'vó']",nome feminino,"['tɾi', 'za', 'vˈɔ']",1
trisavô,"['tri', 'sa', 'vô']",nome masculino,"['tɾi', 'za', 'vˈo']",1
trissacramental,"['tris', 'sa', 'cra', 'men', 'tal']",adjetivo,"['tɾi', 'sa', 'kɾã', 'mẽ', 'tˈaw']",1
trisseção,"['tris', 'se', 'ção']",nome feminino,"['tɾi', 'se', 'sˈɐ̃w']",1
trissecar,"['tris', 'se', 'car']",verbo,"['tɾi', 'se', 'kˈaɾ']",1
trissecção,"['tris', 'sec', 'ção']",nome feminino,"['tɾi', 'se', 'kə', 'sˈɐ̃w']",1
trissecular,"['tris', 'se', 'cu', 'lar']",adjetivo,"['tɾi', 'se', 'ku', 'lˈaɾ']",1
trissemanal,"['tris', 'se', 'ma', 'nal']",adjetivo,"['tɾi', 'sẽ', 'mã', 'nˈaw']",1
trissemanário,"['tris', 'se', 'ma', 'ná', 'ri', 'o']",nome masculino,"['tɾi', 'sẽ', 'mã', 'nˈa', 'ɾjʊ']",3
trissemestral,"['tris', 'se', 'mes', 'tral']",adjetivo,"['tɾi', 'sẽ', 'meʃ', 'tɾˈaw']",1
trissetor,"['tris', 'se', 'tor']",adjetivo,"['tɾi', 'se', 'tˈoɾ']",1
trissetor,"['tris', 'se', 'tor']",nome masculino,"['tɾi', 'se', 'tˈoɾ']",1
trissilábico,"['tris', 'si', 'lá', 'bi', 'co']",adjetivo,"['tɾi', 'si', 'lˈa', 'bi', 'kʊ']",3
trissilicato,"['tris', 'si', 'li', 'ca', 'to']",nome masculino,"['tɾi', 'si', 'li', 'kˈa', 'tʊ']",2
trissomia,"['tris', 'so', 'mi', 'a']",nome feminino,"['tɾi', 'sõ', 'mˈi', 'ɐ']",2
