palavra,divisao,categoria,fonetica,tonic
lambrim,"['lam', 'brim']",nome masculino,"['lɐ̃', 'bɾˈĩ']",1
lambuzado,"['lam', 'bu', 'za', 'do']",adjetivo,"['lɐ̃', 'bu', 'zˈa', 'dʊ']",2
lambuzar,"['lam', 'bu', 'zar']",verbo,"['lɐ̃', 'bu', 'zˈa']",1
lamecense,"['la', 'me', 'cen', 'se']",nome masculino,"['lã', 'me', 'sˈẽ', 'sɪ ou lã', 'me', 'sˈẽ', 'sɪ']",2
lamecense,"['la', 'me', 'cen', 'se']",adjetivo,"['lã', 'me', 'sˈẽ', 'sɪ']",2
lamecha,"['la', 'me', 'cha']",adjetivo,"['lã', 'mˈɛ', 'ʃɐ']",2
lamecha,"['la', 'me', 'cha']",nome masculino,"['lã', 'mˈɛ', 'ʃɐ ou lã', 'mˈɛ', 'ʃɐ']",2
lamechar,"['la', 'me', 'char']",verbo,"['lã', 'me', 'ʃˈa']",1
lamechice,"['la', 'me', 'chi', 'ce']",nome feminino,"['lã', 'me', 'ʃˈi', 'sɪ']",2
lamego,"['la', 'me', 'go']",nome masculino,"['lã', 'mˈe', 'gʊ']",2
lameira,"['la', 'mei', 'ra']",nome feminino,"['lã', 'mˈej', 'ɾɐ']",2
lameirão,"['la', 'mei', 'rão']",nome masculino,"['lã', 'mej', 'ɾˈɐ̃w']",1
lameirinha,"['la', 'mei', 'ri', 'nha']",nome feminino,"['lã', 'mej', 'ɾˈĩ', 'ɲɐ']",2
lameiro,"['la', 'mei', 'ro']",nome masculino,"['lã', 'mˈej', 'ɾʊ']",2
lamela,"['la', 'me', 'la']",nome feminino,"['lã', 'mˈɛ', 'lɐ']",2
lamelar,"['la', 'me', 'lar']",verbo,"['lã', 'me', 'lˈa']",1
lamelibrânquio,"['la', 'me', 'li', 'brân', 'qui', 'o']",nome masculino,"['lã', 'me', 'li', 'bɾˈɐ̃', 'kjʊ']",3
lamelibrânquio,"['la', 'me', 'li', 'brân', 'qui', 'o']",adjetivo,"['lã', 'me', 'li', 'bɾˈɐ̃', 'kjʊ']",3
lamentação,"['la', 'men', 'ta', 'ção']",nome feminino,"['lã', 'mẽ', 'ta', 'sˈɐ̃w']",1
lamentado,"['la', 'men', 'ta', 'do']",adjetivo,"['lã', 'mẽ', 'tˈa', 'dʊ']",2
lamentar,"['la', 'men', 'tar']",verbo,"['lã', 'mẽ', 'tˈa']",1
lamentável,"['la', 'men', 'tá', 'vel']",adjetivo,"['lã', 'mẽ', 'tˈa', 'vew']",2
lamentavelmente,"['la', 'men', 'ta', 'vel', 'men', 'te']",advérbio,"['lã', 'mẽ', 'ta', 'vew', 'mˈẽ', 'tʃɪ']",2
lamento,"['la', 'men', 'to']",nome masculino,"['lã', 'mˈẽ', 'tʊ']",2
lamentoso,"['la', 'men', 'to', 'so']",adjetivo,"['lã', 'mẽ', 'tˈo', 'zʊ']",2
lâmia,"['lâ', 'mi', 'a']",nome feminino,"['lˈɐ̃', 'mjɐ']",3
lâmina,"['lâ', 'mi', 'na']",nome feminino,"['lˈɐ̃', 'mĩ', 'nɐ ou lˈɐ̃', 'mĩ', 'nɐ']",3
laminação,"['la', 'mi', 'na', 'ção']",nome feminino,"['lã', 'mĩ', 'na', 'sˈɐ̃w']",1
laminado,"['la', 'mi', 'na', 'do']",adjetivo,"['lã', 'mĩ', 'nˈa', 'dʊ']",2
laminado,"['la', 'mi', 'na', 'do']",nome masculino,"['lã', 'mĩ', 'nˈa', 'dʊ']",2
laminador,"['la', 'mi', 'na', 'dor']",nome masculino,"['lã', 'mĩ', 'na', 'dˈo']",1
laminagem,"['la', 'mi', 'na', 'gem']",nome feminino,"['lã', 'mĩ', 'nˈa', 'ʒẽj']",2
laminar,"['la', 'mi', 'nar']",verbo,"['lã', 'mĩ', 'nˈa']",1
laminar,"['la', 'mi', 'nar']",adjetivo,"['lã', 'mĩ', 'nˈa']",1
laminária,"['la', 'mi', 'ná', 'ri', 'a']",nome feminino,"['lã', 'mĩ', 'nˈa', 'ɾjɐ']",3
lamiré,"['la', 'mi', 'ré']",nome masculino,"['lã', 'mi', 'ɾˈɛ']",1
lamoso,"['la', 'mo', 'so']",adjetivo,"['lã', 'mˈo', 'zʊ']",2
lampa,"['lam', 'pa']",nome feminino,"['lˈɐ̃', 'pɐ']",2
lâmpada,"['lâm', 'pa', 'da']",nome feminino,"['lˈɐ̃', 'pa', 'dɐ']",3
lampadário,"['lam', 'pa', 'dá', 'ri', 'o']",nome masculino,"['lɐ̃', 'pa', 'dˈa', 'ɾjʊ']",3
lamparina,"['lam', 'pa', 'ri', 'na']",nome feminino,"['lɐ̃', 'pa', 'ɾˈĩ', 'nɐ']",2
lampeiro,"['lam', 'pei', 'ro']",adjetivo,"['lɐ̃', 'pˈej', 'ɾʊ']",2
lampejar,"['lam', 'pe', 'jar']",verbo,"['lɐ̃', 'pe', 'ʒˈa']",1
lampejo,"['lam', 'pe', 'jo']",nome masculino,"['lɐ̃', 'pˈe', 'ʒʊ']",2
lampião,"['lam', 'pi', 'ão']",nome masculino,"['lɐ̃', 'pi', 'ˈɐ̃w']",1
lampo,"['lam', 'po']",adjetivo,"['lˈɐ̃', 'pʊ']",2
lampo,"['lam', 'po']",nome masculino,"['lˈɐ̃', 'pʊ']",2
lamprear,"['lam', 'pre', 'ar']",verbo,"['lɐ̃', 'pɾi', 'ˈa']",1
lampreia,"['lam', 'prei', 'a']",nome feminino,"['lɐ̃', 'pɾˈej', 'ɐ']",2
lamúria,"['la', 'mú', 'ri', 'a']",nome feminino,"['lã', 'mˈu', 'ɾjɐ']",3
lamuriante,"['la', 'mu', 'ri', 'an', 'te']",adjetivo,"['lã', 'mu', 'ɾi', 'ˈɐ̃', 'tʃɪ']",2
lamuriar,"['la', 'mu', 'ri', 'ar']",verbo,"['lã', 'mu', 'ɾi', 'ˈa']",1
lamuriento,"['la', 'mu', 'ri', 'en', 'to']",adjetivo,"['lã', 'mu', 'ɾi', 'ˈẽ', 'tʊ']",2
lança,"['lan', 'ça']",nome feminino,"['lˈɐ̃', 'sɐ']",2
lança-chamas,"['lan', 'ça', 'cha', 'mas']",nome masculino,"['lˌɐ̃', 'sɐ', 'ʃˈɐ̃', 'mɐʃ']",2
lança-foguetes,"['lan', 'ça', 'fo', 'gue', 'tes']",nome masculino,"['lˌɐ̃', 'sɐ', 'fo', 'gˈe', 'tʃɪʃ']",2
lança-granadas,"['lan', 'ça', 'gra', 'na', 'das']",nome masculino,"['lˌɐ̃', 'sɐ', 'gɾã', 'nˈa', 'dɐʃ']",2
