palavra,divisao,categoria,fonetica,tonic
obsceno,"['obs', 'ce', 'no']",adjetivo,"['o', 'bi', 'sˈẽ', 'nʊ']",2
obscuramente,"['obs', 'cu', 'ra', 'men', 'te']",advérbio,"['obʃ', 'ku', 'ɾã', 'mˈẽ', 'tʃɪ']",2
obscurantismo,"['obs', 'cu', 'ran', 'tis', 'mo']",nome masculino,"['obʃ', 'ku', 'ɾɐ̃', 'tʃˈiʒ', 'mʊ']",2
obscurantista,"['obs', 'cu', 'ran', 'tis', 'ta']",nome masculino,"['obʃ', 'ku', 'ɾɐ̃', 'tʃˈiʃ', 'tɐ']",2
obscurantista,"['obs', 'cu', 'ran', 'tis', 'ta']",adjetivo,"['obʃ', 'ku', 'ɾɐ̃', 'tʃˈiʃ', 'tɐ']",2
obscurantista,"['obs', 'cu', 'ran', 'tis', 'ta']",nome feminino,"['obʃ', 'ku', 'ɾɐ̃', 'tʃˈiʃ', 'tɐ']",2
obscurecer,"['obs', 'cu', 're', 'cer']",verbo,"['obʃ', 'ku', 'ɾe', 'sˈe']",1
obscurecido,"['obs', 'cu', 're', 'ci', 'do']",adjetivo,"['obʃ', 'ku', 'ɾe', 'sˈi', 'dʊ']",2
obscurecimento,"['obs', 'cu', 're', 'ci', 'men', 'to']",nome masculino,"['obʃ', 'ku', 'ɾe', 'sĩ', 'mˈẽ', 'tʊ']",2
obscuridade,"['obs', 'cu', 'ri', 'da', 'de']",nome feminino,"['obʃ', 'ku', 'ɾi', 'dˈa', 'dʒɪ']",2
obscuro,"['obs', 'cu', 'ro']",adjetivo,"['obʃ', 'kˈu', 'ɾʊ']",2
obsedar,"['ob', 'se', 'dar']",verbo,"['ob', 'se', 'dˈaɾ']",1
obsequente,"['ob', 'se', 'quen', 'te']",adjetivo,"['ob', 'se', 'kwˈẽ', 'tʃɪ']",2
obsequiar,"['ob', 'se', 'qui', 'ar']",verbo,"['o', 'bi', 'ze', 'ki', 'ˈa']",1
obséquio,"['ob', 'sé', 'qui', 'o']",nome masculino,"['o', 'bi', 'zˈɛ', 'kjʊ']",3
obsequiosamente,"['ob', 'se', 'qui', 'o', 'sa', 'men', 'te']",advérbio,"['o', 'bi', 'ze', 'kjɔ', 'zã', 'mˈẽ', 'tʃɪ']",2
obsequioso,"['ob', 'se', 'qui', 'o', 'so']",adjetivo,"['o', 'bi', 'ze', 'kjˈo', 'zʊ']",2
observação,"['ob', 'ser', 'va', 'ção']",nome feminino,"['o', 'bi', 'seɦ', 'va', 'sˈɐ̃w']",1
observado,"['ob', 'ser', 'va', 'do']",adjetivo,"['o', 'bi', 'seɦ', 'vˈa', 'dʊ']",2
observador,"['ob', 'ser', 'va', 'dor']",adjetivo,"['o', 'bi', 'seɦ', 'va', 'dˈo']",1
observador,"['ob', 'ser', 'va', 'dor']",nome masculino,"['o', 'bi', 'seɦ', 'va', 'dˈo']",1
observadora,"['ob', 'ser', 'va', 'do', 'ra']",nome feminino,"['o', 'bi', 'seɦ', 'va', 'dˈo', 'ɾɐ']",2
observância,"['ob', 'ser', 'vân', 'ci', 'a']",nome feminino,"['o', 'bi', 'seɦ', 'vˈɐ̃', 'sjɐ']",3
observante,"['ob', 'ser', 'van', 'te']",adjetivo,"['o', 'bi', 'seɦ', 'vˈɐ̃', 'tʃɪ']",2
observante,"['ob', 'ser', 'van', 'te']",nome feminino,"['o', 'bi', 'seɦ', 'vˈɐ̃', 'tʃɪ ou o', 'bi', 'seɦ', 'vˈɐ̃', 'tʃɪ']",2
observar,"['ob', 'ser', 'var']",verbo,"['o', 'bi', 'seɦ', 'vˈa']",1
observatório,"['ob', 'ser', 'va', 'tó', 'ri', 'o']",nome masculino,"['o', 'bi', 'seɦ', 'va', 'tˈɔ', 'ɾjʊ']",3
observável,"['ob', 'ser', 'vá', 'vel']",adjetivo,"['o', 'bi', 'seɦ', 'vˈa', 'vew']",2
observável,"['ob', 'ser', 'vá', 'vel']",nome masculino,"['o', 'bi', 'seɦ', 'vˈa', 'vew']",2
obsessão,"['ob', 'ses', 'são']",nome feminino,"['o', 'bi', 'se', 'sˈɐ̃w']",1
obsessiva,"['ob', 'ses', 'si', 'va']",nome feminino,"['o', 'bi', 'se', 'sˈi', 'vɐ']",2
obsessivamente,"['ob', 'ses', 'si', 'va', 'men', 'te']",advérbio,"['o', 'bi', 'se', 'si', 'vã', 'mˈẽ', 'tʃɪ']",2
obsessivo,"['ob', 'ses', 'si', 'vo']",adjetivo,"['o', 'bi', 'se', 'sˈi', 'vʊ']",2
obsessivo,"['ob', 'ses', 'si', 'vo']",nome masculino,"['o', 'bi', 'se', 'sˈi', 'vʊ']",2
obsessivo-compulsivo,"['ob', 'ses', 'si', 'vo', 'com', 'pul', 'si', 'vo']",adjetivo,"['o', 'bi', 'se', 'sˌi', 'vʊ', 'kõ', 'puw', 'sˈi', 'vʊ']",2
obsidiana,"['ob', 'si', 'di', 'a', 'na']",nome feminino,"['ɔ', 'bi', 'si', 'dʒi', 'ˈɐ̃', 'nɐ']",2
obsidiante,"['ob', 'si', 'di', 'an', 'te']",adjetivo,"['ɔ', 'bi', 'si', 'dʒi', 'ˈɐ̃', 'tʃɪ']",2
obsolescência,"['ob', 'so', 'les', 'cên', 'ci', 'a']",nome feminino,"['ɔ', 'bə', 'so', 'le', 'sˈẽ', 'sjɐ']",3
obsoletismo,"['ob', 'so', 'le', 'tis', 'mo']",nome masculino,"['o', 'bə', 'so', 'le', 'tʃˈiʒ', 'mʊ']",2
obsoleto,"['ob', 'so', 'le', 'to']",adjetivo,"['o', 'bə', 'so', 'lˈɛ', 'tʊ']",2
obstaculizar,"['obs', 'ta', 'cu', 'li', 'zar']",verbo,"['obʃ', 'ta', 'ku', 'li', 'zˈa']",1
obstáculo,"['obs', 'tá', 'cu', 'lo']",nome masculino,"['obʃ', 'tˈa', 'ku', 'lʊ']",3
obstante,"['obs', 'tan', 'te']",adjetivo,"['obʃ', 'tˈɐ̃', 'tʃɪ']",2
obstar,"['obs', 'tar']",verbo,"['obʃ', 'tˈa']",1
obstetra,"['obs', 'te', 'tra']",nome masculino,"['obʃ', 'tˈɛ', 'tɾɐ']",2
obstetra,"['obs', 'te', 'tra']",nome feminino,"['obʃ', 'tˈɛ', 'tɾɐ']",2
obstétrica,"['obs', 'té', 'tri', 'ca']",nome feminino,"['obʃ', 'tˈɛ', 'tɾi', 'kɐ']",3
obstetrícia,"['obs', 'te', 'trí', 'ci', 'a']",nome feminino,"['obʃ', 'te', 'tɾˈi', 'sjɐ']",3
obstetrício,"['obs', 'te', 'trí', 'ci', 'o']",adjetivo,"['obʃ', 'te', 'tɾˈi', 'sjʊ']",3
obstétrico,"['obs', 'té', 'tri', 'co']",adjetivo,"['obʃ', 'tˈɛ', 'tɾi', 'kʊ']",3
obstinação,"['obs', 'ti', 'na', 'ção']",nome feminino,"['obʃ', 'tʃĩ', 'na', 'sˈɐ̃w']",1
obstinada,"['obs', 'ti', 'na', 'da']",nome feminino,"['obʃ', 'tʃĩ', 'nˈa', 'dɐ']",2
obstinadamente,"['obs', 'ti', 'na', 'da', 'men', 'te']",advérbio,"['obʃ', 'tʃĩ', 'na', 'dã', 'mˈẽ', 'tʃɪ']",2
